Unnamed: 0,Timestamp,Unnamed: 2,TimeUS,GPS_ID,Status,GMS,GWk,Nstats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
223683,27:18.2,GPS,189385049,0,6,156456200,2401,10,1.21,-35.3628554,149.1663903,640.95,5.009,217.3609,0.6530001,0,1
224044,27:18.4,GPS,189584969,0,6,156456400,2401,10,1.21,-35.3628627,149.1663836,640.82,5.033,217.3357,0.643,0,1
224401,27:18.6,GPS,189784889,0,6,156456600,2401,10,1.21,-35.3628699,149.1663769,640.69,5.056,217.3105,0.632,0,1
224757,27:18.8,GPS,189984809,0,6,156456800,2401,10,1.21,-35.3628771,149.1663701,640.57,5.077,217.2884,0.62,0,1
225115,27:19.0,GPS,190184729,0,6,156457000,2401,10,1.21,-35.3628844,149.1663633,640.45,5.099,217.2744,0.6070001,0,1
225471,27:19.2,GPS,190384649,0,6,156457200,2401,10,1.21,-35.3628917,149.1663565,640.33,5.118,217.2699,0.595,0,1
225832,27:19.4,GPS,190585402,0,6,156457400,2401,10,1.21,-35.362899,149.1663496,640.21,5.137,217.2694,0.5840001,0,1
226188,27:19.6,GPS,190785322,0,6,156457600,2401,10,1.21,-35.3629064,149.1663428,640.09,5.155,217.2687,0.573,0,1
226545,27:19.8,GPS,190985242,0,6,156457800,2401,10,1.21,-35.3629138,149.1663359,639.98,5.172,217.2681,0.562,0,1
226903,27:20.0,GPS,191185162,0,6,156458000,2401,10,1.21,-35.3629212,149.166329,639.86,5.187,217.267,0.552,0,1
227132,27:20.1,GPS,191325106,1,1,0,0,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0
227259,27:20.2,GPS,191385082,0,6,156458200,2401,10,1.21,-35.3629285,149.166322,639.75,5.202,217.266,0.543,0,1
227621,27:20.4,GPS,191585002,0,6,156458400,2401,10,1.21,-35.362936,149.1663151,639.65,5.216,217.2666,0.536,0,1
227978,27:20.6,GPS,191784922,0,6,156458600,2401,10,1.21,-35.3629435,149.1663081,639.54,5.229,217.2668,0.53,0,1
228334,27:20.8,GPS,191984842,0,6,156458800,2401,10,1.21,-35.362951,149.1663012,639.44,5.24,217.2647,0.526,0,1
228692,27:21.0,GPS,192184762,0,6,156459000,2401,10,1.21,-35.3629585,149.1662941,639.33,5.25,217.2621,0.524,0,1
229047,27:21.2,GPS,192384682,0,6,156459200,2401,10,1.21,-35.362966,149.1662871,639.23,5.259,217.2612,0.523,0,1
229410,27:21.4,GPS,192584602,0,6,156459400,2401,10,1.21,-35.3629735,149.1662801,639.12,5.268,217.2615,0.523,0,1
