Unnamed: 0,Timestamp,Unnamed: 2,TimeUS,GPS_ID,Status,GMS,GWk,Nstats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
469371,29:35.2,GPS,326385227,0,6,156593200,2401,10,1.21,-35.3630359,149.166416,633.34,0.113,343.3512,-0.345,0,1
469732,29:35.4,GPS,326585147,0,6,156593400,2401,10,1.21,-35.3630355,149.166416,633.41,0.348,355.3477,-0.341,0,1
470088,29:35.6,GPS,326785067,0,6,156593600,2401,10,1.21,-35.3630348,149.1664159,633.48,0.501,356.6691,-0.326,0,1
470443,29:35.8,GPS,326984987,0,6,156593800,2401,10,1.21,-35.3630338,149.1664158,633.54,0.5930001,355.0562,-0.305,0,1
470800,29:36.0,GPS,327184907,0,6,156594000,2401,10,1.21,-35.3630327,149.1664156,633.6,0.651,352.2353,-0.284,0,1
471158,29:36.2,GPS,327384827,0,6,156594200,2401,10,1.21,-35.3630315,149.1664154,633.65,0.689,349.6851,-0.266,0,1
471519,29:36.4,GPS,327584747,0,6,156594400,2401,10,1.21,-35.3630303,149.1664151,633.7,0.7090001,348.5044,-0.252,0,1
471874,29:36.6,GPS,327784667,0,6,156594600,2401,10,1.21,-35.363029,149.1664148,633.75,0.708,349.2375,-0.243,0,1
472203,29:36.8,GPS,327964595,1,1,0,0,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0
472231,29:36.8,GPS,327984587,0,6,156594800,2401,10,1.21,-35.3630278,149.1664146,633.8,0.6850001,351.3783,-0.239,0,1
472588,29:37.0,GPS,328185340,0,6,156595000,2401,10,1.21,-35.3630266,149.1664144,633.85,0.6440001,353.6083,-0.239,0,1
472946,29:37.2,GPS,328385260,0,6,156595200,2401,10,1.21,-35.3630255,149.1664142,633.9,0.596,355.1964,-0.238,0,1
473307,29:37.4,GPS,328585180,0,6,156595400,2401,10,1.21,-35.3630244,149.1664141,633.94,0.549,356.6142,-0.234,0,1
473662,29:37.6,GPS,328785100,0,6,156595600,2401,10,1.21,-35.3630235,149.1664141,633.99,0.516,359.1876,-0.224,0,1
474017,29:37.8,GPS,328985020,0,6,156595800,2401,10,1.21,-35.3630226,149.1664141,634.04,0.5,4.74339,-0.207,0,1
474374,29:38.0,GPS,329184940,0,6,156596000,2401,10,1.21,-35.3630217,149.1664142,634.07,0.504,14.82791,-0.181,0,1
474734,29:38.2,GPS,329384860,0,6,156596200,2401,10,1.21,-35.3630208,149.1664146,634.11,0.534,28.93885,-0.146,0,1
475098,29:38.4,GPS,329584780,0,6,156596400,2401,10,1.21,-35.3630201,149.1664154,634.14,0.5930001,43.58014,-0.106,0,1
475453,29:38.6,GPS,329784700,0,6,156596600,2401,10,1.21,-35.3630193,149.1664165,634.15,0.679,54.97344,-0.06900001,0,1
475808,29:38.8,GPS,329984620,0,6,156596800,2401,10,1.21,-35.3630186,149.1664178,634.16,0.784,61.61761,-0.042,0,1
476165,29:39.0,GPS,330185373,0,6,156597000,2401,10,1.21,-35.3630179,149.1664195,634.17,0.918,63.91318,-0.03,0,1
476523,29:39.2,GPS,330385293,0,6,156597200,2401,10,1.21,-35.3630171,149.1664215,634.17,1.094,63.64099,-0.032,0,1
476885,29:39.4,GPS,330585213,0,6,156597400,2401,10,1.21,-35.3630161,149.1664238,634.18,1.319,62.59659,-0.049,0,1
477240,29:39.6,GPS,330785133,0,6,156597600,2401,10,1.21,-35.363015,149.1664266,634.2,1.59,61.54736,-0.081,0,1
477596,29:39.8,GPS,330985053,0,6,156597800,2401,10,1.21,-35.3630134,149.16643,634.22,1.901,60.76027,-0.123,0,1
477953,29:40.0,GPS,331184973,0,6,156598000,2401,10,1.21,-35.3630115,149.166434,634.24,2.248,60.39733,-0.168,0,1
478312,29:40.2,GPS,331384893,0,6,156598200,2401,10,1.21,-35.3630094,149.1664386,634.28,2.627,60.41094,-0.214,0,1
478673,29:40.4,GPS,331584813,0,6,156598400,2401,10,1.21,-35.3630069,149.166444,634.33,3.035,60.6251,-0.258,0,1
479027,29:40.6,GPS,331784733,0,6,156598600,2401,10,1.21,-35.3630041,149.1664503,634.39,3.457,60.9042,-0.302,0,1
479384,29:40.8,GPS,331984653,0,6,156598800,2401,10,1.21,-35.3630009,149.1664574,634.45,3.878,61.18391,-0.342,0,1
479386,29:40.8,GPS,331984653,1,1,0,0,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0
479743,29:41.0,GPS,332185406,0,6,156599000,2401,10,1.21,-35.3629973,149.1664653,634.53,4.294,61.43693,-0.381,0,1
480101,29:41.2,GPS,332385326,0,6,156599200,2401,10,1.21,-35.3629935,149.166474,634.61,4.709,61.64577,-0.418,0,1
480463,29:41.4,GPS,332585246,0,6,156599400,2401,10,1.21,-35.3629893,149.1664836,634.69,5.123,61.80509,-0.456,0,1
480818,29:41.6,GPS,332785166,0,6,156599600,2401,10,1.21,-35.3629848,149.1664939,634.79,5.535,61.91773,-0.493,0,1
481174,29:41.8,GPS,332985086,0,6,156599800,2401,10,1.21,-35.36298,149.1665051,634.89,5.93,61.99199,-0.529,0,1
481531,29:42.0,GPS,333185006,0,6,156600000,2401,10,1.21,-35.3629748,149.166517,635.0,6.294,62.03788,-0.563,0,1
481890,29:42.2,GPS,333384926,0,6,156600200,2401,10,1.21,-35.3629694,149.1665295,635.12,6.626,62.06165,-0.594,0,1
482251,29:42.4,GPS,333584846,0,6,156600400,2401,10,1.21,-35.3629636,149.1665427,635.24,6.929,62.06465,-0.622,0,1
482606,29:42.6,GPS,333784766,0,6,156600600,2401,10,1.21,-35.3629577,149.1665565,635.36,7.207,62.05329,-0.647,0,1
482963,29:42.8,GPS,333984686,0,6,156600800,2401,10,1.21,-35.3629515,149.1665708,635.49,7.460001,62.03729,-0.669,0,1
483320,29:43.0,GPS,334184606,0,6,156601000,2401,10,1.21,-35.3629451,149.1665856,635.63,7.687,62.02134,-0.688,0,1
483682,29:43.2,GPS,334385359,0,6,156601200,2401,10,1.21,-35.3629385,149.1666007,635.77,7.887001,62.00711,-0.705,0,1
484043,29:43.4,GPS,334585279,0,6,156601400,2401,10,1.21,-35.3629318,149.1666162,635.91,8.058001,61.99568,-0.719,0,1
484398,29:43.6,GPS,334785199,0,6,156601600,2401,10,1.21,-35.362925,149.166632,636.06,8.200001,61.9875,-0.729,0,1
484755,29:43.8,GPS,334985119,0,6,156601800,2401,10,1.21,-35.362918,149.1666481,636.2,8.31,61.98249,-0.737,0,1
485112,29:44.0,GPS,335185039,0,6,156602000,2401,10,1.21,-35.3629109,149.1666643,636.35,8.39,61.97949,-0.742,0,1
485470,29:44.2,GPS,335384959,0,6,156602200,2401,10,1.21,-35.3629039,149.1666807,636.5,8.438001,61.97567,-0.744,0,1
485832,29:44.4,GPS,335584879,0,6,156602400,2401,10,1.21,-35.3628967,149.1666971,636.65,8.467,61.9696,-0.743,0,1
486187,29:44.6,GPS,335784799,0,6,156602600,2401,10,1.21,-35.3628895,149.1667137,636.8,8.488001,61.96252,-0.7410001,0,1
486544,29:44.8,GPS,335984719,0,6,156602800,2401,10,1.21,-35.3628823,149.1667302,636.95,8.492001,61.95989,-0.739,0,1
486572,29:44.8,GPS,336004711,1,1,0,0,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0
486903,29:45.0,GPS,336184639,0,6,156603000,2401,10,1.21,-35.3628752,149.1667466,637.09,8.462001,61.96433,-0.7360001,0,1
487259,29:45.2,GPS,336385392,0,6,156603200,2401,10,1.21,-35.3628681,149.166763,637.24,8.392,61.96878,-0.729,0,1
487624,29:45.4,GPS,336585312,0,6,156603400,2401,10,1.21,-35.3628611,149.1667792,637.39,8.282001,61.9689,-0.7180001,0,1
487979,29:45.6,GPS,336785232,0,6,156603600,2401,10,1.21,-35.3628541,149.1667952,637.53,8.132,61.96594,-0.703,0,1
488336,29:45.8,GPS,336985152,0,6,156603800,2401,10,1.21,-35.3628473,149.1668109,637.67,7.945,61.96084,-0.684,0,1
