Timestamp,SrcPort,DstPort,Length,MsgID,Protocol,Label
1768240620517490,57568,14550,31.0,2,0,0
1768240620517882,57568,14550,64.0,164,0,0
1768240620518195,57568,14550,24.0,168,0,0
1768240620518597,57568,14550,42.0,136,0,0
1768240620518951,57568,14550,42.0,193,0,0
1768240620519373,57568,14550,48.0,32,0,0
1768240620519662,57568,14550,40.0,241,0,0
1768240620519973,57568,14550,70.0,87,0,0
1768240620520337,57568,14550,61.0,147,0,0
1768240620520682,57568,14550,64.0,11030,0,0
1768240620542904,61016,5760,,0,1,0
1768240620760779,57568,14550,48.0,163,0,0
1768240620763042,57568,14550,44.0,178,0,0
1768240620764648,57568,14550,48.0,30,0,0
1768240620767080,57568,14550,48.0,33,0,0
1768240620767896,57568,14550,39.0,74,0,0
1768240620770693,57568,14550,51.0,1,0,0
1768240620774206,57568,14550,22.0,125,0,0
1768240620775513,57568,14550,27.0,152,0,0
1768240620776615,57568,14550,45.0,62,0,0
1768240620777914,57568,14550,26.0,42,0,0
1768240620779144,57568,14550,32.0,36,0,0
1768240620780368,57568,14550,62.0,65,0,0
1768240620781687,57568,14550,49.0,27,0,0
1768240620782787,57568,14550,44.0,116,0,0
1768240620783424,57568,14550,42.0,129,0,0
1768240620784164,57568,14550,34.0,29,0,0
1768240620785122,57568,14550,34.0,137,0,0
1768240620786105,57568,14550,60.0,24,0,0
1768240620787084,57568,14550,53.0,124,0,0
1768240620788197,5760,61016,,0,1,0
1768240620788920,57568,14550,31.0,2,0,0
1768240620789969,57568,14550,64.0,164,0,0
1768240620790605,57568,14550,24.0,168,0,0
1768240620792868,57568,14550,42.0,136,0,0
1768240620793482,57568,14550,42.0,193,0,0
1768240620794408,57568,14550,48.0,32,0,0
1768240620796365,57568,14550,40.0,241,0,0
1768240620797167,57568,14550,70.0,87,0,0
1768240620798331,57568,14550,61.0,147,0,0
1768240620799071,57568,14550,64.0,11030,0,0
1768240620801122,57568,14550,29.0,0,0,0
1768240621005934,57568,14550,47.0,264,0,0
1768240621006921,57568,14550,48.0,163,0,0
1768240621007380,57568,14550,44.0,178,0,0
1768240621007752,57568,14550,48.0,30,0,0
1768240621008292,57568,14550,48.0,33,0,0
1768240621008698,57568,14550,39.0,74,0,0
1768240621009835,57568,14550,51.0,1,0,0
1768240621010404,57568,14550,22.0,125,0,0
1768240621010990,57568,14550,27.0,152,0,0
1768240621011478,57568,14550,45.0,62,0,0
1768240621012308,57568,14550,26.0,42,0,0
1768240621013105,57568,14550,32.0,36,0,0
1768240621013475,57568,14550,62.0,65,0,0
1768240621013855,57568,14550,49.0,27,0,0
1768240621014216,57568,14550,44.0,116,0,0
1768240621014621,57568,14550,42.0,129,0,0
1768240621014982,57568,14550,34.0,29,0,0
1768240621015343,57568,14550,34.0,137,0,0
1768240621015703,57568,14550,60.0,24,0,0
1768240621016295,57568,14550,53.0,124,0,0
1768240621016822,57568,14550,31.0,2,0,0
1768240621017222,57568,14550,64.0,164,0,0
1768240621017594,57568,14550,24.0,168,0,0
1768240621018036,57568,14550,42.0,136,0,0
1768240621018397,57568,14550,42.0,193,0,0
1768240621018841,57568,14550,48.0,32,0,0
1768240621019209,57568,14550,40.0,241,0,0
1768240621019578,57568,14550,70.0,87,0,0
1768240621020013,57568,14550,61.0,147,0,0
1768240621020624,57568,14550,64.0,11030,0,0
1768240621259199,57568,14550,48.0,163,0,0
1768240621260859,57568,14550,44.0,178,0,0
1768240621261694,57568,14550,48.0,30,0,0
1768240621263925,57568,14550,48.0,33,0,0
1768240621264704,57568,14550,39.0,74,0,0
1768240621268047,57568,14550,51.0,1,0,0
1768240621270857,57568,14550,22.0,125,0,0
1768240621271945,57568,14550,27.0,152,0,0
1768240621272546,57568,14550,45.0,62,0,0
1768240621273420,57568,14550,26.0,42,0,0
1768240621274190,57568,14550,32.0,36,0,0
1768240621274945,57568,14550,62.0,65,0,0
1768240621275472,57568,14550,49.0,27,0,0
1768240621276173,57568,14550,44.0,116,0,0
1768240621276756,57568,14550,42.0,129,0,0
1768240621277179,57568,14550,34.0,29,0,0
1768240621277488,57568,14550,34.0,137,0,0
1768240621278252,57568,14550,60.0,24,0,0
1768240621279090,57568,14550,53.0,124,0,0
1768240621279451,57568,14550,31.0,2,0,0
1768240621279746,57568,14550,64.0,164,0,0
1768240621280279,57568,14550,24.0,168,0,0
1768240621280619,57568,14550,42.0,136,0,0
1768240621281327,57568,14550,42.0,193,0,0
1768240621282329,57568,14550,48.0,32,0,0
1768240621283064,57568,14550,40.0,241,0,0
1768240621283848,57568,14550,70.0,87,0,0
1768240621284971,57568,14550,61.0,147,0,0
1768240621285322,57568,14550,64.0,11030,0,0
1768240621512199,57568,14550,47.0,264,0,0
1768240621513238,57568,14550,48.0,163,0,0
1768240621514204,57568,14550,44.0,178,0,0
1768240621514914,57568,14550,48.0,30,0,0
1768240621515934,57568,14550,48.0,33,0,0
1768240621516870,57568,14550,39.0,74,0,0
1768240621518541,57568,14550,51.0,1,0,0
1768240621519872,57568,14550,22.0,125,0,0
1768240621520620,57568,14550,27.0,152,0,0
1768240621521160,57568,14550,45.0,62,0,0
1768240621522226,57568,14550,26.0,42,0,0
