,Timestamp,,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
41728,25:36.7,IMU,87884832,1,-0.09213375,-0.006258966,-0.0104255,0.7962738,0.08892042,-9.917154,0,0,29.98326,1,1,760,800
41779,25:36.7,IMU,87924816,0,-0.09364598,-0.007515915,-0.01186724,0.7948408,0.09346106,-9.947434,0,0,29.98526,1,1,1000,1000
41780,25:36.7,IMU,87924816,1,-0.09371623,-0.007401828,-0.01176781,0.7964769,0.09390183,-9.946976,0,0,29.98526,1,1,760,800
41878,25:36.8,IMU,87964800,0,-0.09093454,-0.006821805,-0.01313734,0.7941619,0.09694373,-9.944212,0,0,29.98726,1,1,1000,1000
41879,25:36.8,IMU,87964800,1,-0.09086445,-0.006803766,-0.01320734,0.7937365,0.09649615,-9.94192,0,0,29.98726,1,1,760,800
41932,25:36.8,IMU,88004784,0,-0.09305719,-0.009922586,-0.01449477,0.7943487,0.1014483,-9.971722,0,0,29.98927,1,1,1000,1000
41933,25:36.8,IMU,88004784,1,-0.0929573,-0.009948267,-0.01446417,0.792999,0.1025283,-9.970503,0,0,29.98927,1,1,760,800
42032,25:36.9,IMU,88044768,0,-0.0880726,-0.007827313,-0.01549971,0.7948007,0.1064636,-9.980618,0,0,29.99127,1,1,1000,1000
42033,25:36.9,IMU,88044768,1,-0.08813065,-0.007915922,-0.01540484,0.7960146,0.1076534,-9.978609,0,0,29.99127,1,1,760,800
42083,25:36.9,IMU,88084752,0,-0.08669579,-0.005391485,-0.01696618,0.7937898,0.1135096,-9.995419,0,0,29.99327,1,1,1000,1000
42084,25:36.9,IMU,88084752,1,-0.08648279,-0.005469268,-0.016859,0.7930607,0.113396,-9.996768,0,0,29.99327,1,1,760,800
42135,25:36.9,IMU,88124736,0,-0.08782907,-0.00694403,-0.01804801,0.7946655,0.119014,-10.01569,0,0,29.99527,1,1,1000,1000
42136,25:36.9,IMU,88124736,1,-0.08769324,-0.006822435,-0.01803589,0.7951379,0.1199767,-10.01667,0,0,29.99527,1,1,760,800
42234,25:37.0,IMU,88164720,0,-0.08905427,-0.007089044,-0.019443,0.7944841,0.1245877,-10.01935,0,0,29.99727,1,1,1000,1000
42235,25:37.0,IMU,88164720,1,-0.08893646,-0.007312697,-0.01952534,0.7935539,0.1256488,-10.01907,0,0,29.99727,1,1,760,800
42288,25:37.0,IMU,88204704,0,-0.0889955,-0.00939717,-0.02078164,0.7929394,0.1315859,-10.03874,0,0,29.99927,1,1,1000,1000
42289,25:37.0,IMU,88204704,1,-0.08893879,-0.009295635,-0.02060476,0.7929,0.1332035,-10.03568,0,0,29.99927,1,1,760,800
42386,25:37.1,IMU,88244688,0,-0.08396061,-0.007416184,-0.02191048,0.7928295,0.1386661,-10.04877,0,0,30.00127,1,1,1000,1000
42387,25:37.1,IMU,88244688,1,-0.0840552,-0.00727515,-0.02176482,0.7927774,0.138163,-10.04734,0,0,30.00127,1,1,760,800
42437,25:37.1,IMU,88284672,0,-0.0843384,-0.007649978,-0.02312381,0.792344,0.1465006,-10.06628,0,0,30.00327,1,1,1000,1000
42438,25:37.1,IMU,88284672,1,-0.08421658,-0.00777112,-0.02312445,0.7918425,0.1488109,-10.06396,0,0,30.00327,1,1,760,800
42490,25:37.1,IMU,88324656,0,-0.08093341,-0.00690177,-0.02416888,0.7924188,0.1534341,-10.07366,0,0,30.00527,1,1,1000,1000
42491,25:37.1,IMU,88324656,1,-0.08080251,-0.007088088,-0.02414786,0.7927203,0.1520231,-10.074,0,0,30.00527,1,1,760,800
42590,25:37.2,IMU,88364640,0,-0.08293057,-0.008128506,-0.02540481,0.791199,0.1619809,-10.08914,0,0,30.00727,1,1,1000,1000
42591,25:37.2,IMU,88364640,1,-0.0831062,-0.008332762,-0.02542217,0.7907756,0.1630909,-10.088,0,0,30.00727,1,1,760,800
42644,25:37.2,IMU,88404624,0,-0.08315457,-0.00896192,-0.02649532,0.7899508,0.1699055,-10.10402,0,0,30.00927,1,1,1000,1000
42645,25:37.2,IMU,88404624,1,-0.08298612,-0.008953412,-0.02654872,0.7894807,0.1708389,-10.10236,0,0,30.00927,1,1,760,800
42744,25:37.3,IMU,88444608,0,-0.08368987,-0.00835139,-0.02770634,0.7893182,0.179628,-10.1151,0,0,30.01126,1,1,1000,1000
42745,25:37.3,IMU,88444608,1,-0.08365344,-0.008160059,-0.02767182,0.7898875,0.1783994,-10.11627,0,0,30.01126,1,1,760,800
42797,25:37.3,IMU,88484592,0,-0.08394025,-0.005945197,-0.02899637,0.7895578,0.1886093,-10.13521,0,0,30.01326,1,1,1000,1000
42798,25:37.3,IMU,88484592,1,-0.08406885,-0.00598843,-0.02889326,0.7893818,0.1889486,-10.13409,0,0,30.01326,1,1,760,800
42849,25:37.3,IMU,88525409,0,-0.08126694,-0.006069561,-0.03005088,0.7884635,0.1982345,-10.14279,0,0,30.01531,1,1,1000,1000
42850,25:37.3,IMU,88525409,1,-0.08130604,-0.00586448,-0.02998225,0.7915795,0.2006961,-10.1416,0,0,30.01526,1,1,760,800
42950,25:37.4,IMU,88565393,0,-0.08031697,-0.007090031,-0.03144725,0.7871776,0.2096364,-10.159,0,0,30.01731,1,1,1000,1000
42951,25:37.4,IMU,88565393,1,-0.08029287,-0.007049347,-0.03137824,0.7847801,0.2102095,-10.15888,0,0,30.01726,1,1,760,800
43004,25:37.4,IMU,88605377,0,-0.08324454,-0.008345,-0.03703612,0.7862301,0.2185923,-10.16796,0,0,30.01931,1,1,1000,1000
43005,25:37.4,IMU,88605377,1,-0.08317607,-0.008351127,-0.03665181,0.7861829,0.2177495,-10.16682,0,0,30.01926,1,1,760,800
43102,25:37.5,IMU,88645361,0,-0.0829023,-0.004396177,-0.05865856,0.784559,0.2315898,-10.18163,0,0,30.02131,1,1,1000,1000
43103,25:37.5,IMU,88645361,1,-0.08273986,-0.004399029,-0.0584259,0.7844074,0.2301035,-10.18044,0,0,30.02125,1,1,760,800
43154,25:37.5,IMU,88685345,0,-0.08322091,-0.004390259,-0.1050601,0.7812048,0.2419252,-10.19438,0,0,30.0233,1,1,1000,1000
43155,25:37.5,IMU,88685345,1,-0.08319539,-0.00455515,-0.1038744,0.7828707,0.2410903,-10.19358,0,0,30.02325,1,1,760,800
43206,25:37.5,IMU,88725329,0,-0.08450536,-0.007162038,-0.1802103,0.7766039,0.257339,-10.20946,0,0,30.0253,1,1,1000,1000
43207,25:37.5,IMU,88725329,1,-0.08458509,-0.00724354,-0.180239,0.7758555,0.2572883,-10.21082,0,0,30.02525,1,1,760,800
43305,25:37.6,IMU,88765313,0,-0.0856218,-0.00786203,-0.2846422,0.7693791,0.2739125,-10.22558,0,0,30.02729,1,1,1000,1000
43306,25:37.6,IMU,88765313,1,-0.08550096,-0.007785225,-0.2830623,0.7693499,0.2735685,-10.22401,0,0,30.02724,1,1,760,800
43360,25:37.6,IMU,88805297,0,-0.08756743,-0.0108762,-0.4156597,0.7584918,0.2918491,-10.24288,0,0,30.02929,1,1,1000,1000
43361,25:37.6,IMU,88805297,1,-0.08757356,-0.01070987,-0.4121358,0.7572142,0.2902728,-10.24195,0,0,30.02924,1,1,760,800
43460,25:37.7,IMU,88845281,0,-0.08737675,-0.01236598,-0.5596847,0.7472394,0.3179112,-10.25374,0,0,30.03129,1,1,1000,1000
43461,25:37.7,IMU,88845281,1,-0.08736521,-0.01231378,-0.5587276,0.7475486,0.3174194,-10.25174,0,0,30.03124,1,1,760,800
43512,25:37.7,IMU,88885265,0,-0.08886175,-0.01221468,-0.7013799,0.7348083,0.3494667,-10.26577,0,0,30.03328,1,1,1000,1000
43513,25:37.7,IMU,88885265,1,-0.08881988,-0.01225295,-0.6986479,0.7336868,0.3471213,-10.26586,0,0,30.03323,1,1,760,800
43564,25:37.7,IMU,88925249,0,-0.08746557,-0.01683175,-0.8309609,0.7184157,0.3849778,-10.28327,0,0,30.03528,1,1,1000,1000
43565,25:37.7,IMU,88925249,1,-0.08744352,-0.01671414,-0.830641,0.7161045,0.3852015,-10.28608,0,0,30.03523,1,1,760,800
43663,25:37.8,IMU,88965233,0,-0.0870905,-0.02175916,-0.9400996,0.6989072,0.423991,-10.29635,0,0,30.03722,1,1,1000,1000
43664,25:37.8,IMU,88965233,1,-0.08700532,-0.02180468,-0.9414489,0.6983273,0.4265315,-10.29857,0,0,30.03722,1,1,760,800
43717,25:37.8,IMU,89005217,0,-0.0896787,-0.02826701,-1.032966,0.6744718,0.4691144,-10.31129,0,0,30.03922,1,1,1000,1000
43718,25:37.8,IMU,89005217,1,-0.08967679,-0.02820829,-1.032598,0.673973,0.4700923,-10.31052,0,0,30.03922,1,1,760,800
43817,25:37.9,IMU,89045201,0,-0.08944453,-0.03230547,-1.105713,0.6452943,0.5165209,-10.32486,0,0,30.04121,1,1,1000,1000
43818,25:37.9,IMU,89045201,1,-0.08928364,-0.03240091,-1.106525,0.6471104,0.5137929,-10.32622,0,0,30.04121,1,1,760,800
43868,25:37.9,IMU,89085185,0,-0.08875906,-0.03647355,-1.160057,0.6112801,0.5645823,-10.33956,0,0,30.04321,1,1,1000,1000
43869,25:37.9,IMU,89085185,1,-0.08866432,-0.03644095,-1.159982,0.6114085,0.5643925,-10.33975,0,0,30.04321,1,1,760,800
43920,25:37.9,IMU,89125169,0,-0.08852866,-0.04169014,-1.198466,0.575193,0.6144122,-10.35357,0,0,30.0452,1,1,1000,1000
43921,25:37.9,IMU,89125169,1,-0.0884286,-0.04173049,-1.199081,0.574519,0.615334,-10.35698,0,0,30.0452,1,1,760,800
44019,25:38.0,IMU,89165153,0,-0.08781295,-0.04837023,-1.2234,0.5345445,0.6661831,-10.36999,0,0,30.0472,1,1,1000,1000
44020,25:38.0,IMU,89165153,1,-0.08787271,-0.04845425,-1.223581,0.5332208,0.666824,-10.3684,0,0,30.0472,1,1,760,800
44073,25:38.0,IMU,89205137,0,-0.08792315,-0.0547841,-1.237239,0.4907181,0.7146189,-10.38225,0,0,30.04919,1,1,1000,1000
44074,25:38.0,IMU,89205137,1,-0.08787537,-0.05478795,-1.237048,0.4929782,0.7163497,-10.38383,0,0,30.04919,1,1,760,800
44171,25:38.1,IMU,89245121,0,-0.08722797,-0.06103049,-1.242267,0.4444654,0.7606761,-10.39522,0,0,30.05118,1,1,1000,1000
44172,25:38.1,IMU,89245121,1,-0.087231,-0.06121814,-1.24246,0.4468887,0.762302,-10.3987,0,0,30.05118,1,1,760,800
44222,25:38.1,IMU,89285105,0,-0.08727282,-0.06579763,-1.240463,0.3982151,0.8065844,-10.40974,0,0,30.05317,1,1,1000,1000
44223,25:38.1,IMU,89285105,1,-0.0872925,-0.06604415,-1.24078,0.397158,0.8051285,-10.41088,0,0,30.05317,1,1,760,800
44275,25:38.1,IMU,89325089,0,-0.08669334,-0.07182562,-1.233757,0.3496631,0.8487026,-10.42228,0,0,30.05517,1,1,1000,1000
44276,25:38.1,IMU,89325089,1,-0.08660668,-0.07194798,-1.233529,0.3476919,0.8490615,-10.42495,0,0,30.05517,1,1,760,800
44375,25:38.2,IMU,89365073,0,-0.08541685,-0.07854065,-1.223163,0.3003286,0.8881446,-10.44219,0,0,30.05716,1,1,1000,1000
44376,25:38.2,IMU,89365073,1,-0.08524173,-0.07866193,-1.223135,0.3002954,0.8879155,-10.44246,0,0,30.05716,1,1,760,800
44429,25:38.2,IMU,89405057,0,-0.08302468,-0.08459409,-1.210021,0.2486911,0.9228055,-10.45316,0,0,30.0592,1,1,1000,1000
44430,25:38.2,IMU,89405057,1,-0.08293246,-0.08468907,-1.21017,0.2505098,0.9228187,-10.45419,0,0,30.0592,1,1,760,800
44529,25:38.3,IMU,89445041,0,-0.07992309,-0.0888904,-1.195011,0.2015019,0.956274,-10.47056,0,0,30.06119,1,1,1000,1000
44530,25:38.3,IMU,89445041,1,-0.07974889,-0.08907673,-1.194692,0.1999891,0.9565626,-10.46776,0,0,30.06119,1,1,760,800
44582,25:38.3,IMU,89485025,0,-0.07859169,-0.09035479,-1.178623,0.1525643,0.9845891,-10.47826,0,0,30.06319,1,1,1000,1000
44583,25:38.3,IMU,89485025,1,-0.07859787,-0.0904102,-1.178869,0.1496242,0.9832023,-10.47845,0,0,30.06319,1,1,760,800
44634,25:38.3,IMU,89525009,0,-0.077367,-0.09780028,-1.16203,0.1037281,1.008743,-10.49735,0,0,30.06518,1,1,1000,1000
44635,25:38.3,IMU,89525009,1,-0.07708362,-0.09772538,-1.161586,0.1040222,1.009915,-10.4986,0,0,30.06518,1,1,760,800
44735,25:38.4,IMU,89564993,0,-0.07409626,-0.1014827,-1.145275,0.0572981,1.028187,-10.51586,0,0,30.06712,1,1,1000,1000
44736,25:38.4,IMU,89564993,1,-0.07408972,-0.1016988,-1.145166,0.05446421,1.029224,-10.51648,0,0,30.06712,1,1,760,800
44789,25:38.4,IMU,89604977,0,-0.07014453,-0.1022553,-1.128921,0.01024696,1.04469,-10.54003,0,0,30.06911,1,1,1000,1000
44790,25:38.4,IMU,89604977,1,-0.07012962,-0.1023416,-1.128918,0.0108416,1.044007,-10.53897,0,0,30.06911,1,1,760,800
44887,25:38.5,IMU,89644961,0,-0.06763201,-0.1055596,-1.113315,-0.0344477,1.057144,-10.55199,0,0,30.0711,1,1,1000,1000
44888,25:38.5,IMU,89644961,1,-0.06748486,-0.1052831,-1.113138,-0.03620027,1.056287,-10.55105,0,0,30.0711,1,1,760,800
44939,25:38.5,IMU,89684945,0,-0.06370064,-0.1041342,-1.098586,-0.08304115,1.064869,-10.56715,0,0,30.07309,1,1,1000,1000
44940,25:38.5,IMU,89684945,1,-0.0638415,-0.104079,-1.098767,-0.08183742,1.065899,-10.56594,0,0,30.07309,1,1,760,800
44991,25:38.5,IMU,89724929,0,-0.06124941,-0.1028739,-1.085041,-0.1333711,1.068081,-10.58498,0,0,30.07508,1,1,1000,1000
44992,25:38.5,IMU,89724929,1,-0.06115749,-0.1029608,-1.084784,-0.1339345,1.067309,-10.58504,0,0,30.07508,1,1,760,800
45090,25:38.6,IMU,89764913,0,-0.05228331,-0.1008328,-1.072859,-0.1866146,1.067933,-10.60277,0,0,30.07707,1,1,1000,1000
45091,25:38.6,IMU,89764913,1,-0.05220889,-0.100834,-1.072966,-0.1855927,1.06734,-10.60467,0,0,30.07707,1,1,760,800
45145,25:38.6,IMU,89804897,0,-0.04302588,-0.09744985,-1.062275,-0.2440075,1.062653,-10.62798,0,0,30.07906,1,1,1000,1000
45146,25:38.6,IMU,89804897,1,-0.04272196,-0.09735249,-1.062135,-0.245587,1.061749,-10.62911,0,0,30.07906,1,1,760,800
45244,25:38.7,IMU,89844881,0,-0.03814612,-0.0889659,-1.053301,-0.3025782,1.053251,-10.63588,0,0,30.08105,1,1,1000,1000
45245,25:38.7,IMU,89844881,1,-0.03810773,-0.08900051,-1.053306,-0.3030021,1.054822,-10.63271,0,0,30.08105,1,1,760,800
45296,25:38.7,IMU,89884865,0,-0.03257925,-0.07763418,-1.045881,-0.3625231,1.040859,-10.64915,0,0,30.08304,1,1,1000,1000
45297,25:38.7,IMU,89884865,1,-0.03278219,-0.07796757,-1.046141,-0.3645717,1.04132,-10.64911,0,0,30.08304,1,1,760,800
45349,25:38.7,IMU,89924849,0,-0.02627063,-0.0644218,-1.040182,-0.4260544,1.023878,-10.65846,0,0,30.08503,1,1,1000,1000
45350,25:38.7,IMU,89924849,1,-0.0262623,-0.0643575,-1.039924,-0.4283016,1.022792,-10.65822,0,0,30.08503,1,1,760,800
45448,25:38.8,IMU,89964833,0,-0.01729346,-0.05411051,-1.03305,-0.4909919,1.00394,-10.66291,0,0,30.08702,1,1,1000,1000
45449,25:38.8,IMU,89964833,1,-0.01723915,-0.05421715,-1.033193,-0.4890771,1.003656,-10.6632,0,0,30.08702,1,1,760,800
45503,25:38.8,IMU,90004817,0,-0.008109793,-0.04507313,-1.012164,-0.5585936,0.9790373,-10.67052,0,0,30.089,1,1,1000,1000
45504,25:38.8,IMU,90004817,1,-0.007996506,-0.04487122,-1.011853,-0.557041,0.9795465,-10.669,0,0,30.089,1,1,760,800
45603,25:38.9,IMU,90044801,0,-0.005976932,-0.03937691,-0.9674745,-0.6245437,0.9518592,-10.66226,0,0,30.09099,1,1,1000,1000
45604,25:38.9,IMU,90044801,1,-0.006018553,-0.0393,-0.9675926,-0.6244339,0.9538026,-10.66256,0,0,30.09099,1,1,760,800
45654,25:38.9,IMU,90084785,0,-0.004803246,-0.03147,-0.8969195,-0.6900128,0.9230596,-10.66572,0,0,30.09298,1,1,1000,1000
45655,25:38.9,IMU,90084785,1,-0.004925455,-0.03145067,-0.8979512,-0.6889036,0.9217606,-10.6645,0,0,30.09298,1,1,760,800
45706,25:38.9,IMU,90124769,0,-0.001379091,-0.0222061,-0.8040746,-0.7509228,0.8939338,-10.65842,0,0,30.09497,1,1,1000,1000
45707,25:38.9,IMU,90124769,1,-0.00116184,-0.02221911,-0.8034906,-0.7530771,0.8935528,-10.65946,0,0,30.09497,1,1,760,800
45805,25:39.0,IMU,90164753,0,0.001227625,-0.01332914,-0.6957064,-0.8082794,0.8653069,-10.65252,0,0,30.09695,1,1,1000,1000
45806,25:39.0,IMU,90164753,1,0.001395561,-0.01342232,-0.696575,-0.8068734,0.8634852,-10.65277,0,0,30.09695,1,1,760,800
45859,25:39.0,IMU,90204737,0,0.005024053,-0.00405722,-0.5790936,-0.862614,0.8389343,-10.64298,0,0,30.09894,1,1,1000,1000
45860,25:39.0,IMU,90204737,1,0.004881535,-0.003802731,-0.5774817,-0.8618899,0.8382929,-10.64193,0,0,30.09894,1,1,760,800
45957,25:39.1,IMU,90244721,0,0.003378461,0.003942782,-0.4601765,-0.9112423,0.8177587,-10.62524,0,0,30.10093,1,1,1000,1000
45958,25:39.1,IMU,90244721,1,0.003598307,0.003896239,-0.4606162,-0.9079796,0.8161927,-10.62638,0,0,30.10093,1,1,760,800
46008,25:39.1,IMU,90284705,0,0.000268953,0.01417862,-0.3456252,-0.9536172,0.7994006,-10.60952,0,0,30.10291,1,1,1000,1000
46009,25:39.1,IMU,90284705,1,0.000445683,0.01397692,-0.3478533,-0.9548213,0.7998587,-10.61023,0,0,30.10291,1,1,760,800
46060,25:39.1,IMU,90324689,0,0.002586584,0.02161417,-0.2399436,-0.9926471,0.7854351,-10.58719,0,0,30.1049,1,1,1000,1000
46061,25:39.1,IMU,90324689,1,0.002683186,0.02169841,-0.239779,-0.9912623,0.782511,-10.58531,0,0,30.1049,1,1,760,800
46160,25:39.2,IMU,90364673,0,0.001213887,0.02803089,-0.1456805,-1.02855,0.7765703,-10.5695,0,0,30.10689,1,1,1000,1000
46161,25:39.2,IMU,90364673,1,0.001212109,0.0279358,-0.1467507,-1.027903,0.7759023,-10.56864,0,0,30.10689,1,1,760,800
46215,25:39.2,IMU,90404657,0,0.000379112,0.03228839,-0.06502484,-1.059156,0.7729,-10.54792,0,0,30.10887,1,1,1000,1000
46216,25:39.2,IMU,90404657,1,0.000287059,0.03222191,-0.06447299,-1.058622,0.7764389,-10.54879,0,0,30.10887,1,1,760,800
46315,25:39.3,IMU,90444641,0,-0.003061742,0.03514997,0.001321957,-1.086705,0.7690415,-10.52341,0,0,30.11086,1,1,1000,1000
46316,25:39.3,IMU,90444641,1,-0.00291763,0.03513009,0.000815885,-1.089871,0.7689851,-10.52197,0,0,30.11086,1,1,760,800
46368,25:39.3,IMU,90484625,0,-0.006909424,0.03458249,0.05323484,-1.114625,0.7701064,-10.49703,0,0,30.11284,1,1,1000,1000
46369,25:39.3,IMU,90484625,1,-0.006643252,0.03437874,0.05246458,-1.114595,0.7721788,-10.49813,0,0,30.11284,1,1,760,800
46420,25:39.3,IMU,90524609,0,-0.007824505,0.03376073,0.09150539,-1.135209,0.7741385,-10.47363,0,0,30.11483,1,1,1000,1000
46421,25:39.3,IMU,90524609,1,-0.007900366,0.03389307,0.09138159,-1.136524,0.7733834,-10.47283,0,0,30.11483,1,1,760,800
46522,25:39.4,IMU,90564593,0,-0.007156421,0.03102117,0.117374,-1.155875,0.7799001,-10.45071,0,0,30.11681,1,1,1000,1000
46523,25:39.4,IMU,90564593,1,-0.007290994,0.03104444,0.1171424,-1.15237,0.780935,-10.44823,0,0,30.11681,1,1,760,800
46576,25:39.4,IMU,90605410,0,-0.006442059,0.02848137,0.1326618,-1.175527,0.7862506,-10.42509,0,0,30.11885,1,1,1000,1000
46577,25:39.4,IMU,90605410,1,-0.006237004,0.02840105,0.1323237,-1.174989,0.7845192,-10.42523,0,0,30.1188,1,1,760,800
46674,25:39.5,IMU,90645394,0,-0.00874441,0.0306891,0.1385214,-1.19208,0.7929192,-10.39921,0,0,30.12083,1,1,1000,1000
46675,25:39.5,IMU,90645394,1,-0.008621773,0.03060006,0.1384769,-1.192077,0.7931259,-10.39958,0,0,30.12078,1,1,760,800
46726,25:39.5,IMU,90685378,0,-0.01235874,0.02864424,0.1369132,-1.209576,0.8009728,-10.37912,0,0,30.12281,1,1,1000,1000
46727,25:39.5,IMU,90685378,1,-0.01235464,0.02878716,0.1370534,-1.207367,0.8026174,-10.38037,0,0,30.12276,1,1,760,800
46778,25:39.5,IMU,90725362,0,-0.0121315,0.0261589,0.1295974,-1.224866,0.8086537,-10.35624,0,0,30.1248,1,1,1000,1000
46779,25:39.5,IMU,90725362,1,-0.01210811,0.02631634,0.1300681,-1.226337,0.8100497,-10.35756,0,0,30.12475,1,1,760,800
46877,25:39.6,IMU,90765346,0,-0.01105249,0.02214425,0.1183517,-1.240312,0.8153473,-10.33174,0,0,30.12678,1,1,1000,1000
46878,25:39.6,IMU,90765346,1,-0.01101999,0.02215895,0.1183043,-1.241942,0.8166258,-10.33363,0,0,30.12673,1,1,760,800
46932,25:39.6,IMU,90805330,0,-0.009696234,0.01886916,0.1044215,-1.25717,0.8228113,-10.3108,0,0,30.12877,1,1,1000,1000
46933,25:39.6,IMU,90805330,1,-0.00974893,0.01902376,0.1048841,-1.256484,0.8222771,-10.31019,0,0,30.12871,1,1,760,800
47031,25:39.7,IMU,90845314,0,-0.008868931,0.017697,0.08908955,-1.272516,0.8284299,-10.29269,0,0,30.13075,1,1,1000,1000
47032,25:39.7,IMU,90845314,1,-0.008749532,0.01768575,0.08911821,-1.276422,0.8266639,-10.29476,0,0,30.1307,1,1,760,800
47085,25:39.7,IMU,90885298,0,-0.01123814,0.01191167,0.07331587,-1.290265,0.8348317,-10.27104,0,0,30.13273,1,1,1000,1000
47086,25:39.7,IMU,90885298,1,-0.01119202,0.01204526,0.07355523,-1.288437,0.8354725,-10.2685,0,0,30.13268,1,1,760,800
47137,25:39.7,IMU,90925282,0,-0.0136395,0.009063521,0.05807603,-1.305807,0.8389094,-10.24601,0,0,30.13471,1,1,1000,1000
47138,25:39.7,IMU,90925282,1,-0.01371424,0.009081829,0.05803602,-1.30478,0.8404746,-10.24411,0,0,30.13466,1,1,760,800
47236,25:39.8,IMU,90965266,0,-0.01186163,0.007263438,0.04340994,-1.321896,0.8424345,-10.22741,0,0,30.13669,1,1,1000,1000
47237,25:39.8,IMU,90965266,1,-0.01176623,0.007392988,0.04344198,-1.323993,0.8430807,-10.2308,0,0,30.13664,1,1,760,800
47290,25:39.8,IMU,91005250,0,-0.01046048,0.006858598,0.03028823,-1.338762,0.8469645,-10.2045,0,0,30.13867,1,1,1000,1000
47291,25:39.8,IMU,91005250,1,-0.01052564,0.006896893,0.0305411,-1.340454,0.8471215,-10.20596,0,0,30.13863,1,1,760,800
47390,25:39.9,IMU,91045234,0,-0.0106631,0.00552835,0.01884694,-1.357098,0.8493003,-10.19575,0,0,30.14066,1,1,1000,1000
47391,25:39.9,IMU,91045234,1,-0.01044264,0.005435426,0.01895901,-1.355736,0.8475409,-10.19721,0,0,30.14061,1,1,760,800
47441,25:39.9,IMU,91085218,0,-0.009956695,0.002505668,0.009567162,-1.372753,0.8510932,-10.17197,0,0,30.14259,1,1,1000,1000
47442,25:39.9,IMU,91085218,1,-0.009822728,0.002327471,0.009515409,-1.37217,0.8494967,-10.17179,0,0,30.14259,1,1,760,800
47493,25:39.9,IMU,91125202,0,-0.01130536,0.000274031,0.001716763,-1.391071,0.853119,-10.15213,0,0,30.14457,1,1,1000,1000
47494,25:39.9,IMU,91125202,1,-0.01116971,4.075636E-05,0.0014847,-1.390225,0.8513427,-10.15219,0,0,30.14457,1,1,760,800
47592,25:40.0,IMU,91165186,0,-0.01025041,0.003927737,-0.004335149,-1.407126,0.8546993,-10.12963,0,0,30.14655,1,1,1000,1000
47593,25:40.0,IMU,91165186,1,-0.0101259,0.00391996,-0.004307314,-1.409133,0.8552945,-10.13332,0,0,30.14655,1,1,760,800
47646,25:40.0,IMU,91205170,0,-0.005190818,0.004814809,-0.00891133,-1.425042,0.854938,-10.1248,0,0,30.14853,1,1,1000,1000
47647,25:40.0,IMU,91205170,1,-0.005145689,0.004849324,-0.008893913,-1.427728,0.856877,-10.12199,0,0,30.14853,1,1,760,800
47745,25:40.1,IMU,91245154,0,-0.005171946,0.003904905,-0.01205148,-1.444382,0.8578084,-10.09713,0,0,30.15051,1,1,1000,1000
47746,25:40.1,IMU,91245154,1,-0.005084694,0.003738601,-0.0120705,-1.444205,0.8546847,-10.09612,0,0,30.15051,1,1,760,800
47796,25:40.1,IMU,91285138,0,-0.005785926,0.007347724,-0.01376231,-1.460252,0.8578441,-10.08387,0,0,30.15249,1,1,1000,1000
47797,25:40.1,IMU,91285138,1,-0.005791191,0.007274462,-0.01366816,-1.461691,0.8575467,-10.08431,0,0,30.15249,1,1,760,800
47848,25:40.1,IMU,91325122,0,-0.004883002,0.01018233,-0.01462798,-1.477909,0.8590561,-10.0571,0,0,30.15447,1,1,1000,1000
47849,25:40.1,IMU,91325122,1,-0.004657984,0.01007127,-0.01471494,-1.478488,0.8584298,-10.05868,0,0,30.15447,1,1,760,800
47948,25:40.2,IMU,91365106,0,-0.008241439,0.008311229,-0.0146236,-1.49455,0.8595293,-10.04627,0,0,30.15645,1,1,1000,1000
47949,25:40.2,IMU,91365106,1,-0.008407691,0.008282472,-0.01465635,-1.492089,0.8590467,-10.04596,0,0,30.15645,1,1,760,800
48004,25:40.2,IMU,91405090,0,-0.009199149,0.008783782,-0.01410648,-1.510209,0.8609345,-10.02393,0,0,30.15843,1,1,1000,1000
48005,25:40.2,IMU,91405090,1,-0.009122757,0.00874231,-0.01400074,-1.511217,0.8628775,-10.02299,0,0,30.15843,1,1,760,800
48104,25:40.3,IMU,91445074,0,-0.009683775,0.01114607,-0.01295426,-1.526545,0.8625523,-10.00856,0,0,30.16041,1,1,1000,1000
48105,25:40.3,IMU,91445074,1,-0.009743134,0.01131913,-0.01294797,-1.527348,0.8590779,-10.00962,0,0,30.16041,1,1,760,800
48161,25:40.3,IMU,91485058,0,-0.01101399,0.01394494,-0.01147261,-1.544126,0.8633306,-9.993241,0,0,30.16243,1,1,1000,1000
48162,25:40.3,IMU,91485058,1,-0.01108019,0.01396662,-0.01147294,-1.542626,0.862191,-9.993899,0,0,30.16243,1,1,760,800
48213,25:40.3,IMU,91525042,0,-0.01114845,0.01710962,-0.009942046,-1.558465,0.8636986,-9.966194,0,0,30.16441,1,1,1000,1000
48214,25:40.3,IMU,91525042,1,-0.01108751,0.01720058,-0.009856976,-1.559162,0.861652,-9.968115,0,0,30.16441,1,1,760,800
48316,25:40.4,IMU,91565026,0,-0.008992829,0.01797668,-0.00830256,-1.572972,0.864243,-9.9523,0,0,30.16639,1,1,1000,1000
48317,25:40.4,IMU,91565026,1,-0.008722577,0.01784574,-0.008174658,-1.571655,0.8636625,-9.951077,0,0,30.16639,1,1,760,800
48370,25:40.4,IMU,91605010,0,-0.005940743,0.02010646,-0.006627189,-1.588631,0.8664282,-9.927822,0,0,30.16837,1,1,1000,1000
