Timestamp,SrcPort,DstPort,Length,MsgID,Protocol,Label
2026-01-12 17:54:47.989611,57568,14550,48.0,163,0,0
2026-01-12 17:54:47.991062,57568,14550,44.0,178,0,0
2026-01-12 17:54:47.991733,57568,14550,48.0,30,0,0
2026-01-12 17:54:47.992222,57568,14550,48.0,33,0,0
2026-01-12 17:54:47.992695,57568,14550,38.0,74,0,0
2026-01-12 17:54:47.993839,57568,14550,51.0,1,0,0
2026-01-12 17:54:47.995066,57568,14550,22.0,125,0,0
2026-01-12 17:54:47.995772,57568,14550,27.0,152,0,0
2026-01-12 17:54:47.996213,57568,14550,42.0,62,0,0
2026-01-12 17:54:47.996845,57568,14550,25.0,42,0,0
2026-01-12 17:54:47.997363,57568,14550,32.0,36,0,0
2026-01-12 17:54:47.997668,57568,14550,62.0,65,0,0
2026-01-12 17:54:47.997980,57568,14550,49.0,27,0,0
2026-01-12 17:54:47.998302,57568,14550,44.0,116,0,0
2026-01-12 17:54:47.998771,57568,14550,42.0,129,0,0
2026-01-12 17:54:47.999230,57568,14550,34.0,29,0,0
2026-01-12 17:54:47.999651,57568,14550,34.0,137,0,0
2026-01-12 17:54:48.000273,57568,14550,60.0,24,0,0
2026-01-12 17:54:48.000766,57568,14550,53.0,124,0,0
2026-01-12 17:54:48.001365,57568,14550,30.0,2,0,0
2026-01-12 17:54:48.001806,57568,14550,64.0,164,0,0
2026-01-12 17:54:48.002125,57568,14550,41.0,136,0,0
2026-01-12 17:54:48.002599,57568,14550,41.0,193,0,0
2026-01-12 17:54:48.003059,57568,14550,40.0,241,0,0
2026-01-12 17:54:48.003451,57568,14550,61.0,147,0,0
2026-01-12 17:54:48.003714,57568,14550,64.0,11030,0,0
2026-01-12 17:54:48.238463,57568,14550,46.0,264,0,0
2026-01-12 17:54:48.239533,57568,14550,48.0,163,0,0
2026-01-12 17:54:48.240419,57568,14550,44.0,178,0,0
2026-01-12 17:54:48.240856,57568,14550,48.0,30,0,0
2026-01-12 17:54:48.241816,57568,14550,48.0,33,0,0
2026-01-12 17:54:48.242416,57568,14550,38.0,74,0,0
2026-01-12 17:54:48.243734,57568,14550,51.0,1,0,0
2026-01-12 17:54:48.244838,57568,14550,22.0,125,0,0
2026-01-12 17:54:48.245365,57568,14550,27.0,152,0,0
2026-01-12 17:54:48.245830,57568,14550,42.0,62,0,0
2026-01-12 17:54:48.246696,57568,14550,25.0,42,0,0
2026-01-12 17:54:48.247308,57568,14550,32.0,36,0,0
2026-01-12 17:54:48.247937,57568,14550,62.0,65,0,0
2026-01-12 17:54:48.248615,57568,14550,49.0,27,0,0
2026-01-12 17:54:48.249332,57568,14550,44.0,116,0,0
2026-01-12 17:54:48.249738,57568,14550,42.0,129,0,0
2026-01-12 17:54:48.250400,57568,14550,34.0,29,0,0
2026-01-12 17:54:48.250962,57568,14550,34.0,137,0,0
2026-01-12 17:54:48.251404,57568,14550,60.0,24,0,0
2026-01-12 17:54:48.252016,57568,14550,53.0,124,0,0
2026-01-12 17:54:48.252767,57568,14550,30.0,2,0,0
2026-01-12 17:54:48.253075,57568,14550,64.0,164,0,0
2026-01-12 17:54:48.253639,57568,14550,42.0,136,0,0
2026-01-12 17:54:48.253968,57568,14550,41.0,193,0,0
2026-01-12 17:54:48.255086,57568,14550,40.0,241,0,0
2026-01-12 17:54:48.255561,57568,14550,61.0,147,0,0
2026-01-12 17:54:48.256146,57568,14550,64.0,11030,0,0
2026-01-12 17:54:48.489472,57568,14550,48.0,163,0,0
2026-01-12 17:54:48.490406,57568,14550,44.0,178,0,0
2026-01-12 17:54:48.490700,57568,14550,48.0,30,0,0
2026-01-12 17:54:48.491190,57568,14550,48.0,33,0,0
2026-01-12 17:54:48.491622,57568,14550,38.0,74,0,0
2026-01-12 17:54:48.492253,57568,14550,51.0,1,0,0
2026-01-12 17:54:48.493090,57568,14550,22.0,125,0,0
2026-01-12 17:54:48.493416,57568,14550,27.0,152,0,0
2026-01-12 17:54:48.493696,57568,14550,42.0,62,0,0
2026-01-12 17:54:48.494195,57568,14550,25.0,42,0,0
2026-01-12 17:54:48.494681,57568,14550,32.0,36,0,0
2026-01-12 17:54:48.495016,57568,14550,62.0,65,0,0
2026-01-12 17:54:48.495390,57568,14550,49.0,27,0,0
2026-01-12 17:54:48.495766,57568,14550,44.0,116,0,0
2026-01-12 17:54:48.496149,57568,14550,42.0,129,0,0
2026-01-12 17:54:48.496586,57568,14550,34.0,29,0,0
2026-01-12 17:54:48.496884,57568,14550,34.0,137,0,0
2026-01-12 17:54:48.497193,57568,14550,60.0,24,0,0
2026-01-12 17:54:48.497634,57568,14550,53.0,124,0,0
2026-01-12 17:54:48.498000,57568,14550,30.0,2,0,0
2026-01-12 17:54:48.498389,57568,14550,64.0,164,0,0
2026-01-12 17:54:48.498826,57568,14550,42.0,136,0,0
