Unnamed: 0,Timestamp,Unnamed: 2,TimeUS,GPS_ID,Status,GMS,GWk,Nstats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
201158,57:11.8,GPS,155985081,0,6,169049800,2401,10,1.21,-35.3633326,149.1659128,634.11,5.277,242.8887,0.021,0,1
201516,57:12.0,GPS,156185001,0,6,169050000,2401,10,1.21,-35.3633367,149.1659022,634.1,5.411,246.5537,0.019,0,1
201871,57:12.2,GPS,156384921,0,6,169050200,2401,10,1.21,-35.3633403,149.1658909,634.1,5.546,249.7463,0.015,0,1
202233,57:12.4,GPS,156584841,0,6,169050400,2401,10,1.21,-35.3633435,149.1658793,634.1,5.674,252.5046,0.012,0,1
202590,57:12.6,GPS,156784761,0,6,169050600,2401,10,1.21,-35.3633465,149.1658671,634.1,5.796,254.867,0.009000001,0,1
202946,57:12.8,GPS,156984681,0,6,169050800,2401,10,1.21,-35.3633491,149.1658546,634.09,5.912,256.8486,0.007,0,1
203306,57:13.0,GPS,157184601,0,6,169051000,2401,10,1.21,-35.3633513,149.1658418,634.09,6.022,258.4633,0.005,0,1
203661,57:13.2,GPS,157385354,0,6,169051200,2401,10,1.21,-35.3633533,149.1658286,634.09,6.124,259.73,0.004,0,1
204064,57:13.4,GPS,157585274,0,6,169051400,2401,10,1.21,-35.3633552,149.1658152,634.09,6.219,260.6619,0.003,0,1
204421,57:13.6,GPS,157785194,0,6,169051600,2401,10,1.21,-35.363357,149.1658016,634.09,6.304,261.2725,0.003,0,1
204777,57:13.8,GPS,157985114,0,6,169051800,2401,10,1.21,-35.3633587,149.1657878,634.09,6.379,261.5857,0.002,0,1
205135,57:14.0,GPS,158185034,0,6,169052000,2401,10,1.21,-35.3633604,149.1657738,634.09,6.436,261.6945,0.0,0,1
205489,57:14.2,GPS,158384954,0,6,169052200,2401,10,1.21,-35.3633621,149.1657597,634.09,6.465,261.7365,-0.002,0,1
205853,57:14.4,GPS,158584874,0,6,169052400,2401,10,1.21,-35.3633637,149.1657456,634.09,6.473001,261.7802,-0.002,0,1
206210,57:14.6,GPS,158784794,0,6,169052600,2401,10,1.21,-35.3633654,149.1657315,634.09,6.478,261.8039,-0.001,0,1
206566,57:14.8,GPS,158984714,0,6,169052800,2401,10,1.21,-35.363367,149.1657174,634.09,6.489,261.7361,0.0,0,1
206924,57:15.0,GPS,159184634,0,6,169053000,2401,10,1.21,-35.3633687,149.1657032,634.09,6.502,261.5161,0.001,0,1
