Unnamed: 0,Timestamp,Unnamed: 2,TimeUS,GPS_ID,Status,GMS,GWk,Nstats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
423075,59:15.4,GPS,279584788,0,6,169173400,2401,10,1.21,-35.3627228,149.1663549,634.08,2.824,169.9315,0.006,0,1
423331,59:15.5,GPS,279744724,1,1,0,0,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0
423433,59:15.6,GPS,279784708,0,6,169173600,2401,10,1.21,-35.3627281,149.166356,634.08,3.112,169.9393,0.0,0,1
423790,59:15.8,GPS,279984628,0,6,169173800,2401,10,1.21,-35.3627338,149.1663573,634.08,3.371,169.9645,-0.005,0,1
424148,59:16.0,GPS,280185381,0,6,169174000,2401,10,1.21,-35.36274,149.1663587,634.08,3.594,170.0016,-0.007,0,1
424504,59:16.2,GPS,280385301,0,6,169174200,2401,10,1.21,-35.3627465,149.1663601,634.08,3.785,170.0463,-0.007,0,1
424866,59:16.4,GPS,280585221,0,6,169174400,2401,10,1.21,-35.3627534,149.1663615,634.08,3.948,170.0928,-0.006,0,1
425221,59:16.6,GPS,280785141,0,6,169174600,2401,10,1.21,-35.3627605,149.1663631,634.08,4.087,170.1417,-0.004,0,1
425578,59:16.8,GPS,280985061,0,6,169174800,2401,10,1.21,-35.3627678,149.1663646,634.08,4.205,170.1921,-0.002,0,1
425937,59:17.0,GPS,281184981,0,6,169175000,2401,10,1.21,-35.3627753,149.1663663,634.09,4.307,170.2431,-0.001,0,1
426292,59:17.2,GPS,281384901,0,6,169175200,2401,10,1.21,-35.3627831,149.1663679,634.09,4.393,170.2975,0.0,0,1
426653,59:17.4,GPS,281584821,0,6,169175400,2401,10,1.21,-35.3627909,149.1663694,634.09,4.467,170.3582,0.001,0,1
427009,59:17.6,GPS,281784741,0,6,169175600,2401,10,1.21,-35.3627989,149.1663711,634.08,4.53,170.4259,0.001,0,1
