,Timestamp,,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
42355,55:43.2,IMU,67404694,1,-0.09020589,-0.016944,-0.6753614,0.7371323,0.3436389,-10.27249,0,0,28.92232,1,1,760,800
42454,55:43.2,IMU,67444678,0,-0.08970111,-0.01847602,-0.809564,0.7196105,0.3810885,-10.28553,0,0,28.92446,1,1,1000,1000
42455,55:43.2,IMU,67444678,1,-0.08966683,-0.01859977,-0.8107122,0.7216262,0.3799495,-10.28748,0,0,28.92446,1,1,760,800
42507,55:43.3,IMU,67484662,0,-0.08866241,-0.02091822,-0.925293,0.7012066,0.420816,-10.30002,0,0,28.9266,1,1,1000,1000
42508,55:43.3,IMU,67484662,1,-0.0887837,-0.0206812,-0.9248171,0.6996731,0.4207497,-10.30153,0,0,28.9266,1,1,760,800
42559,55:43.3,IMU,67524646,0,-0.08887535,-0.02411791,-1.021265,0.6766896,0.4643489,-10.31443,0,0,28.92875,1,1,1000,1000
42560,55:43.3,IMU,67524646,1,-0.08907275,-0.0240218,-1.019764,0.6777327,0.4634238,-10.3147,0,0,28.92875,1,1,760,800
42660,55:43.4,IMU,67564630,0,-0.08942227,-0.03117618,-1.09716,0.6489377,0.5132722,-10.32681,0,0,28.93089,1,1,1000,1000
42661,55:43.4,IMU,67564630,1,-0.0893216,-0.0311883,-1.097282,0.6459463,0.512888,-10.32762,0,0,28.93089,1,1,760,800
42716,55:43.4,IMU,67604614,0,-0.09009237,-0.03772824,-1.154416,0.6161531,0.5617592,-10.34226,0,0,28.93303,1,1,1000,1000
42717,55:43.4,IMU,67604614,1,-0.08992726,-0.03775166,-1.153875,0.6171069,0.5622972,-10.34232,0,0,28.93303,1,1,760,800
42814,55:43.4,IMU,67644598,0,-0.08854152,-0.04212955,-1.194929,0.5797356,0.6101706,-10.3558,0,0,28.93517,1,1,1000,1000
42815,55:43.4,IMU,67644598,1,-0.08863415,-0.04208732,-1.195261,0.5787555,0.6118613,-10.3583,0,0,28.93517,1,1,760,800
42865,55:43.5,IMU,67684582,0,-0.08868767,-0.04650687,-1.221471,0.5389102,0.6608989,-10.36976,0,0,28.93731,1,1,1000,1000
42866,55:43.5,IMU,67684582,1,-0.08861274,-0.04654,-1.221414,0.5369242,0.6627014,-10.36845,0,0,28.93731,1,1,760,800
42917,55:43.5,IMU,67725399,0,-0.08784585,-0.05175843,-1.236705,0.4947676,0.711176,-10.38555,0,0,28.93951,1,1,1000,1000
42918,55:43.5,IMU,67725399,1,-0.08771991,-0.05179411,-1.236501,0.4958476,0.7086834,-10.38511,0,0,28.93946,1,1,760,800
43016,55:43.6,IMU,67765383,0,-0.08623875,-0.05951585,-1.242321,0.4493273,0.7581239,-10.39868,0,0,28.94165,1,1,1000,1000
43017,55:43.6,IMU,67765383,1,-0.08615386,-0.05927438,-1.242397,0.4505438,0.7570812,-10.39855,0,0,28.9416,1,1,760,800
43070,55:43.6,IMU,67805367,0,-0.08664153,-0.0682958,-1.240893,0.4018375,0.8038103,-10.41242,0,0,28.94379,1,1,1000,1000
43071,55:43.6,IMU,67805367,1,-0.08644233,-0.06827,-1.241003,0.400659,0.8039488,-10.41181,0,0,28.94374,1,1,760,800
43168,55:43.6,IMU,67845351,0,-0.08728077,-0.07434517,-1.234126,0.3529333,0.8471171,-10.42575,0,0,28.94593,1,1,1000,1000
43169,55:43.6,IMU,67845351,1,-0.0872422,-0.074066,-1.234245,0.3557208,0.8443798,-10.42389,0,0,28.94588,1,1,760,800
43220,55:43.7,IMU,67885335,0,-0.08919118,-0.07922452,-1.223473,0.3028224,0.8848106,-10.4443,0,0,28.94807,1,1,1000,1000
43221,55:43.7,IMU,67885335,1,-0.08904847,-0.07915574,-1.223419,0.3041042,0.8848034,-10.44262,0,0,28.94802,1,1,760,800
43272,55:43.7,IMU,67925319,0,-0.08894487,-0.08593239,-1.210155,0.2545225,0.92291,-10.45573,0,0,28.95021,1,1,1000,1000
43273,55:43.7,IMU,67925319,1,-0.08886034,-0.08599343,-1.210396,0.2536569,0.9206793,-10.45487,0,0,28.95016,1,1,760,800
43371,55:43.8,IMU,67965303,0,-0.08741407,-0.08953173,-1.195137,0.2051597,0.9553452,-10.47435,0,0,28.95235,1,1,1000,1000
43372,55:43.8,IMU,67965303,1,-0.08738719,-0.08941188,-1.195592,0.207216,0.9541873,-10.47553,0,0,28.9523,1,1,760,800
43425,55:43.8,IMU,68005287,0,-0.08435339,-0.09665832,-1.17951,0.1546038,0.9840678,-10.49099,0,0,28.95449,1,1,1000,1000
43426,55:43.8,IMU,68005287,1,-0.08447389,-0.09670994,-1.179613,0.1571367,0.984216,-10.49301,0,0,28.95444,1,1,760,800
43525,55:43.8,IMU,68045271,0,-0.08215127,-0.0997126,-1.163612,0.1065446,1.010264,-10.50547,0,0,28.95663,1,1,1000,1000
43526,55:43.8,IMU,68045271,1,-0.0820016,-0.09997348,-1.164046,0.1082162,1.010515,-10.50424,0,0,28.95658,1,1,760,800
43576,55:43.9,IMU,68085255,0,-0.08008124,-0.1030027,-1.147605,0.05945714,1.029584,-10.51882,0,0,28.95877,1,1,1000,1000
43577,55:43.9,IMU,68085255,1,-0.07981133,-0.1029025,-1.147894,0.06207544,1.03041,-10.51872,0,0,28.95872,1,1,760,800
43629,55:43.9,IMU,68125239,0,-0.07742719,-0.1028987,-1.132145,0.01335878,1.045115,-10.53843,0,0,28.96091,1,1,1000,1000
43630,55:43.9,IMU,68125239,1,-0.07751353,-0.1031899,-1.132428,0.01546251,1.046281,-10.53857,0,0,28.96086,1,1,760,800
43728,55:44.0,IMU,68165223,0,-0.07273619,-0.1085206,-1.117678,-0.03103439,1.057786,-10.55635,0,0,28.96299,1,1,1000,1000
43729,55:44.0,IMU,68165223,1,-0.07260398,-0.1085838,-1.117817,-0.03348828,1.057671,-10.55508,0,0,28.96299,1,1,760,800
43782,55:44.0,IMU,68205207,0,-0.06816821,-0.1091481,-1.104084,-0.07937889,1.066162,-10.57559,0,0,28.96513,1,1,1000,1000
43783,55:44.0,IMU,68205207,1,-0.06800903,-0.1090919,-1.103962,-0.079984,1.066616,-10.57589,0,0,28.96513,1,1,760,800
43880,55:44.0,IMU,68245191,0,-0.06483793,-0.1074554,-1.091322,-0.1313417,1.07092,-10.59681,0,0,28.96727,1,1,1000,1000
43881,55:44.0,IMU,68245191,1,-0.06472932,-0.1075371,-1.091323,-0.1285084,1.070208,-10.59675,0,0,28.96727,1,1,760,800
43932,55:44.1,IMU,68285175,0,-0.05610488,-0.1039975,-1.080056,-0.1841958,1.07061,-10.61514,0,0,28.96941,1,1,1000,1000
43933,55:44.1,IMU,68285175,1,-0.05595309,-0.1040011,-1.079592,-0.1838767,1.069831,-10.61568,0,0,28.96941,1,1,760,800
43984,55:44.1,IMU,68325159,0,-0.0498984,-0.09854761,-1.070226,-0.2410729,1.067485,-10.63052,0,0,28.97154,1,1,1000,1000
43985,55:44.1,IMU,68325159,1,-0.04990565,-0.09854317,-1.070303,-0.2400574,1.06652,-10.63461,0,0,28.97154,1,1,760,800
44083,55:44.2,IMU,68365143,0,-0.04086449,-0.09069034,-1.061849,-0.3002674,1.057245,-10.64556,0,0,28.97368,1,1,1000,1000
44084,55:44.2,IMU,68365143,1,-0.04072891,-0.09048206,-1.061614,-0.2984543,1.058709,-10.64574,0,0,28.97368,1,1,760,800
44139,55:44.2,IMU,68405127,0,-0.03015062,-0.08013839,-1.054852,-0.3613021,1.046194,-10.66287,0,0,28.97582,1,1,1000,1000
44140,55:44.2,IMU,68405127,1,-0.03015078,-0.08011381,-1.054715,-0.3615054,1.045446,-10.66112,0,0,28.97582,1,1,760,800
44239,55:44.2,IMU,68445111,0,-0.02309416,-0.06598369,-1.049451,-0.4242311,1.028489,-10.66637,0,0,28.97795,1,1,1000,1000
44240,55:44.2,IMU,68445111,1,-0.02301603,-0.06595293,-1.049378,-0.4242494,1.029491,-10.66698,0,0,28.97795,1,1,760,800
44292,55:44.3,IMU,68485095,0,-0.01887926,-0.05609123,-1.043502,-0.4892294,1.007697,-10.67271,0,0,28.98009,1,1,1000,1000
44293,55:44.3,IMU,68485095,1,-0.01869466,-0.05599651,-1.043356,-0.4898421,1.005599,-10.67303,0,0,28.98009,1,1,760,800
44345,55:44.3,IMU,68525079,0,-0.01195353,-0.04723908,-1.026188,-0.5575094,0.9840183,-10.67551,0,0,28.98223,1,1,1000,1000
44346,55:44.3,IMU,68525079,1,-0.01181602,-0.04710467,-1.026111,-0.5576424,0.9841834,-10.67548,0,0,28.98223,1,1,760,800
44446,55:44.4,IMU,68565063,0,-0.007162508,-0.03972647,-0.9865439,-0.6269945,0.95724,-10.67405,0,0,28.98442,1,1,1000,1000
44447,55:44.4,IMU,68565063,1,-0.006946521,-0.03968387,-0.9853867,-0.6248088,0.9563363,-10.67823,0,0,28.98442,1,1,760,800
44502,55:44.4,IMU,68605047,0,-0.001848529,-0.02777151,-0.9201773,-0.6932595,0.928058,-10.67146,0,0,28.98655,1,1,1000,1000
44503,55:44.4,IMU,68605047,1,-0.001646015,-0.02784812,-0.9199061,-0.6946434,0.9296149,-10.67101,0,0,28.98655,1,1,760,800
44600,55:44.4,IMU,68645031,0,0.000897217,-0.01922378,-0.8306291,-0.7576059,0.896376,-10.66182,0,0,28.98869,1,1,1000,1000
44601,55:44.4,IMU,68645031,1,0.000967775,-0.01937647,-0.8313997,-0.7553416,0.8948044,-10.66392,0,0,28.98869,1,1,760,800
44651,55:44.5,IMU,68685015,0,0.00260067,-0.01301246,-0.7236513,-0.816447,0.8689179,-10.65656,0,0,28.99082,1,1,1000,1000
44652,55:44.5,IMU,68685015,1,0.002593345,-0.01291402,-0.7225845,-0.8129965,0.8672558,-10.65598,0,0,28.99082,1,1,760,800
44703,55:44.5,IMU,68724999,0,0.003656504,-0.004066424,-0.6066971,-0.8704584,0.8411975,-10.64352,0,0,28.9929,1,1,1000,1000
44704,55:44.5,IMU,68724999,1,0.003623499,-0.004199895,-0.6069129,-0.8686427,0.8427448,-10.64671,0,0,28.9929,1,1,760,800
44802,55:44.6,IMU,68764983,0,0.005347274,0.005913582,-0.4868749,-0.9197307,0.8175244,-10.62962,0,0,28.99504,1,1,1000,1000
44803,55:44.6,IMU,68764983,1,0.005404343,0.005927625,-0.484968,-0.9166062,0.8152084,-10.63022,0,0,28.99504,1,1,760,800
44856,55:44.6,IMU,68804967,0,0.005932484,0.01618242,-0.3701041,-0.9656414,0.7967091,-10.60938,0,0,28.99717,1,1,1000,1000
44857,55:44.6,IMU,68804967,1,0.00608106,0.0165143,-0.3698674,-0.963135,0.7992524,-10.60974,0,0,28.99717,1,1,760,800
44954,55:44.6,IMU,68844951,0,0.005317066,0.0245948,-0.2615051,-1.007265,0.7833531,-10.59307,0,0,28.9993,1,1,1000,1000
44955,55:44.6,IMU,68844951,1,0.005292149,0.02442595,-0.2625692,-1.004094,0.7826372,-10.59085,0,0,28.9993,1,1,760,800
45006,55:44.7,IMU,68884935,0,0.00324243,0.02824261,-0.1640535,-1.042979,0.7740428,-10.56686,0,0,29.00144,1,1,1000,1000
45007,55:44.7,IMU,68884935,1,0.003366218,0.02814393,-0.163092,-1.042513,0.771059,-10.56493,0,0,29.00144,1,1,760,800
45058,55:44.7,IMU,68924919,0,0.002010659,0.0312438,-0.08007034,-1.074544,0.7670536,-10.54431,0,0,29.00357,1,1,1000,1000
45059,55:44.7,IMU,68924919,1,0.001938972,0.03119302,-0.08034192,-1.078164,0.765675,-10.54332,0,0,29.00357,1,1,760,800
45157,55:44.8,IMU,68964903,0,0.001527378,0.03201966,-0.01066034,-1.103896,0.7645321,-10.51838,0,0,29.0057,1,1,1000,1000
45158,55:44.8,IMU,68964903,1,0.001461623,0.03197788,-0.009811433,-1.104988,0.7625964,-10.51807,0,0,29.0057,1,1,760,800
45211,55:44.8,IMU,69004887,0,0.00061627,0.03242879,0.04447051,-1.130581,0.7656394,-10.49796,0,0,29.00784,1,1,1000,1000
45212,55:44.8,IMU,69004887,1,0.000555906,0.03228558,0.04441034,-1.129432,0.7651342,-10.4977,0,0,29.00784,1,1,760,800
45311,55:44.8,IMU,69044871,0,9.549646E-05,0.03103169,0.08551677,-1.153009,0.7676681,-10.47235,0,0,29.00997,1,1,1000,1000
45312,55:44.8,IMU,69044871,1,0.000314865,0.03109825,0.08497181,-1.149933,0.767331,-10.47274,0,0,29.00997,1,1,760,800
45362,55:44.9,IMU,69084855,0,-0.00334715,0.02947665,0.1139998,-1.174591,0.7722701,-10.44829,0,0,29.0121,1,1,1000,1000
45363,55:44.9,IMU,69084855,1,-0.003422835,0.02955454,0.1141267,-1.173521,0.7732205,-10.4467,0,0,29.0121,1,1,760,800
45415,55:44.9,IMU,69124839,0,-0.005797117,0.02686171,0.1312904,-1.193522,0.779529,-10.42599,0,0,29.01423,1,1,1000,1000
45416,55:44.9,IMU,69124839,1,-0.00559777,0.02690521,0.1311333,-1.191242,0.7794414,-10.42679,0,0,29.01423,1,1,760,800
45514,55:45.0,IMU,69164823,0,-0.005885555,0.02515803,0.1390235,-1.210222,0.7860088,-10.40226,0,0,29.01636,1,1,1000,1000
45515,55:45.0,IMU,69164823,1,-0.005774187,0.02498079,0.1392128,-1.209409,0.7873428,-10.40182,0,0,29.01636,1,1,760,800
45568,55:45.0,IMU,69204807,0,-0.005105141,0.02397417,0.1391176,-1.22671,0.7946927,-10.37881,0,0,29.01849,1,1,1000,1000
45569,55:45.0,IMU,69204807,1,-0.005175193,0.02401968,0.1392363,-1.228939,0.7944531,-10.37874,0,0,29.01849,1,1,760,800
45666,55:45.0,IMU,69244791,0,-0.005129465,0.02244396,0.1333733,-1.243345,0.8020205,-10.35698,0,0,29.02062,1,1,1000,1000
45667,55:45.0,IMU,69244791,1,-0.005021357,0.02242377,0.1334701,-1.244687,0.8032712,-10.35764,0,0,29.02062,1,1,760,800
45718,55:45.1,IMU,69284775,0,-0.007852824,0.02075105,0.123199,-1.260273,0.8084793,-10.33402,0,0,29.02275,1,1,1000,1000
45719,55:45.1,IMU,69284775,1,-0.007696385,0.02071087,0.1232356,-1.258237,0.8079659,-10.33379,0,0,29.02275,1,1,760,800
45770,55:45.1,IMU,69324759,0,-0.008189548,0.01937475,0.1102332,-1.276797,0.8153539,-10.31133,0,0,29.02489,1,1,1000,1000
45771,55:45.1,IMU,69324759,1,-0.008096169,0.01939433,0.1103237,-1.275177,0.8148296,-10.31041,0,0,29.02489,1,1,760,800
45869,55:45.2,IMU,69364743,0,-0.009126943,0.01817081,0.09549914,-1.291855,0.8220779,-10.29122,0,0,29.02701,1,1,1000,1000
45870,55:45.2,IMU,69364743,1,-0.008903903,0.0181712,0.09532017,-1.292384,0.8226252,-10.2901,0,0,29.02701,1,1,760,800
45925,55:45.2,IMU,69404727,0,-0.007456792,0.01713386,0.0799704,-1.309675,0.8265672,-10.2689,0,0,29.02914,1,1,1000,1000
45926,55:45.2,IMU,69404727,1,-0.007457074,0.01711288,0.08021918,-1.308727,0.8272069,-10.26993,0,0,29.02914,1,1,760,800
46025,55:45.2,IMU,69444711,0,-0.005732177,0.01320833,0.06460538,-1.326238,0.8327372,-10.25423,0,0,29.03127,1,1,1000,1000
46026,55:45.2,IMU,69444711,1,-0.006008007,0.01312246,0.06476071,-1.326586,0.8343224,-10.25362,0,0,29.03127,1,1,760,800
46078,55:45.3,IMU,69484695,0,-0.008967925,0.01483777,0.05017991,-1.342314,0.8370646,-10.23459,0,0,29.0334,1,1,1000,1000
46079,55:45.3,IMU,69484695,1,-0.008907218,0.01468961,0.05013921,-1.344976,0.8378705,-10.23641,0,0,29.0334,1,1,760,800
46130,55:45.3,IMU,69524679,0,-0.01147088,0.0148977,0.0372078,-1.360891,0.8407607,-10.21406,0,0,29.03553,1,1,1000,1000
46131,55:45.3,IMU,69524679,1,-0.01161371,0.0146978,0.0375132,-1.358459,0.8416948,-10.21472,0,0,29.03553,1,1,760,800
46231,55:45.4,IMU,69564663,0,-0.01032189,0.01543354,0.02567543,-1.378,0.8439854,-10.1948,0,0,29.03766,1,1,1000,1000
46232,55:45.4,IMU,69564663,1,-0.01001407,0.01559853,0.02555594,-1.377653,0.8430808,-10.19727,0,0,29.03766,1,1,760,800
46287,55:45.4,IMU,69604647,0,-0.009071567,0.01478269,0.01556838,-1.394844,0.8445033,-10.1626,0,0,29.03979,1,1,1000,1000
46288,55:45.4,IMU,69604647,1,-0.008909326,0.01484609,0.01569191,-1.393541,0.8460102,-10.16194,0,0,29.03979,1,1,760,800
46385,55:45.4,IMU,69644631,0,-0.007949792,0.01621286,0.007263202,-1.414161,0.8476025,-10.15405,0,0,29.04192,1,1,1000,1000
46386,55:45.4,IMU,69644631,1,-0.007895524,0.01634047,0.007294426,-1.41228,0.8490483,-10.15231,0,0,29.04192,1,1,760,800
46436,55:45.5,IMU,69684615,0,-0.008696235,0.01708566,0.000723244,-1.431969,0.8490301,-10.13515,0,0,29.04404,1,1,1000,1000
46437,55:45.5,IMU,69684615,1,-0.008726191,0.01689848,0.000742046,-1.430282,0.8475338,-10.13506,0,0,29.04404,1,1,760,800
46488,55:45.5,IMU,69724599,0,-0.009911424,0.01737558,-0.004301046,-1.447221,0.849971,-10.11507,0,0,29.04617,1,1,1000,1000
46489,55:45.5,IMU,69724599,1,-0.009904066,0.01745524,-0.004293869,-1.449525,0.8507289,-10.11381,0,0,29.04617,1,1,760,800
46587,55:45.6,IMU,69764583,0,-0.01119761,0.01468745,-0.007943177,-1.46783,0.8503207,-10.09345,0,0,29.0483,1,1,1000,1000
46588,55:45.6,IMU,69764583,1,-0.01103666,0.01462131,-0.00775484,-1.465205,0.851988,-10.09385,0,0,29.0483,1,1,760,800
46641,55:45.6,IMU,69805400,0,-0.00812754,0.01507711,-0.01048111,-1.483994,0.8516246,-10.07866,0,0,29.05048,1,1,1000,1000
46642,55:45.6,IMU,69805400,1,-0.00805613,0.01512384,-0.01042747,-1.485257,0.8493649,-10.07827,0,0,29.05042,1,1,760,800
46739,55:45.6,IMU,69845384,0,-0.006940177,0.02099499,-0.01139494,-1.500246,0.8510203,-10.0528,0,0,29.0526,1,1,1000,1000
46740,55:45.6,IMU,69845384,1,-0.006852517,0.02099515,-0.01123669,-1.499081,0.8506085,-10.05335,0,0,29.05255,1,1,760,800
46791,55:45.7,IMU,69885368,0,-0.006049611,0.0204996,-0.01187388,-1.518816,0.8521554,-10.03529,0,0,29.05473,1,1,1000,1000
46792,55:45.7,IMU,69885368,1,-0.006136496,0.02039168,-0.01198051,-1.516656,0.8533405,-10.03583,0,0,29.05468,1,1,760,800
46844,55:45.7,IMU,69925352,0,-0.008201797,0.02131427,-0.0114627,-1.534548,0.8523816,-10.01435,0,0,29.05685,1,1,1000,1000
46845,55:45.7,IMU,69925352,1,-0.00800275,0.02138389,-0.011508,-1.533868,0.8536016,-10.01313,0,0,29.0568,1,1,760,800
46944,55:45.8,IMU,69965336,0,-0.008867169,0.0174958,-0.01104454,-1.550865,0.8540012,-9.99219,0,0,29.05898,1,1,1000,1000
46945,55:45.8,IMU,69965336,1,-0.008707527,0.01752216,-0.01108543,-1.549446,0.8544666,-9.992229,0,0,29.05893,1,1,760,800
46998,55:45.8,IMU,70005320,0,-0.007995585,0.01529606,-0.01009974,-1.566027,0.8555703,-9.977653,0,0,29.06111,1,1,1000,1000
46999,55:45.8,IMU,70005320,1,-0.007895866,0.01529382,-0.009989289,-1.563189,0.8515419,-9.979966,0,0,29.06105,1,1,760,800
47098,55:45.8,IMU,70045304,0,-0.008814923,0.01913353,-0.00886337,-1.580472,0.8545023,-9.960205,0,0,29.06323,1,1,1000,1000
47099,55:45.8,IMU,70045304,1,-0.008616683,0.01905483,-0.008779796,-1.579833,0.8555318,-9.960008,0,0,29.06318,1,1,760,800
47149,55:45.9,IMU,70085288,0,-0.007636248,0.02074062,-0.007465838,-1.594654,0.8557363,-9.945561,0,0,29.06536,1,1,1000,1000
47150,55:45.9,IMU,70085288,1,-0.007626868,0.0205185,-0.007444788,-1.594913,0.8578166,-9.943103,0,0,29.0653,1,1,760,800
47202,55:45.9,IMU,70125272,0,-0.009624405,0.0208892,-0.005953846,-1.610257,0.8570986,-9.927685,0,0,29.06748,1,1,1000,1000
47203,55:45.9,IMU,70125272,1,-0.00966907,0.02072927,-0.005942832,-1.6113,0.8560576,-9.926943,0,0,29.06743,1,1,760,800
47301,55:46.0,IMU,70165256,0,-0.01192926,0.02461738,-0.004432034,-1.622045,0.8596138,-9.909278,0,0,29.0696,1,1,1000,1000
47302,55:46.0,IMU,70165256,1,-0.01215008,0.02437586,-0.004506976,-1.622302,0.8570352,-9.91201,0,0,29.06955,1,1,760,800
47355,55:46.0,IMU,70205240,0,-0.01319238,0.02173187,-0.002945939,-1.636133,0.859632,-9.889159,0,0,29.07173,1,1,1000,1000
47356,55:46.0,IMU,70205240,1,-0.01337914,0.0218672,-0.002974861,-1.635036,0.8584092,-9.890717,0,0,29.07167,1,1,760,800
47453,55:46.0,IMU,70245224,0,-0.009158407,0.01951176,-0.001848695,-1.649145,0.8613828,-9.876681,0,0,29.0738,1,1,1000,1000
47454,55:46.0,IMU,70245224,1,-0.009137313,0.01950118,-0.001962854,-1.648662,0.862454,-9.876558,0,0,29.0738,1,1,760,800
47504,55:46.1,IMU,70285208,0,-0.01141226,0.02391304,-0.000626805,-1.661663,0.8623771,-9.859292,0,0,29.07592,1,1,1000,1000
47505,55:46.1,IMU,70285208,1,-0.01157657,0.02411287,-0.00061082,-1.66311,0.8658391,-9.859081,0,0,29.07592,1,1,760,800
47556,55:46.1,IMU,70325192,0,-0.01235169,0.02979069,0.000265263,-1.672766,0.8634987,-9.840299,0,0,29.07804,1,1,1000,1000
47557,55:46.1,IMU,70325192,1,-0.01240498,0.02962238,0.000302142,-1.674051,0.8661472,-9.838696,0,0,29.07804,1,1,760,800
47655,55:46.2,IMU,70365176,0,-0.01192257,0.03047098,0.001053901,-1.683977,0.8658515,-9.829493,0,0,29.08017,1,1,1000,1000
47656,55:46.2,IMU,70365176,1,-0.01206138,0.03046531,0.001121797,-1.686076,0.8672053,-9.829165,0,0,29.08017,1,1,760,800
47710,55:46.2,IMU,70405160,0,-0.009516506,0.02917711,0.001770581,-1.696632,0.8682618,-9.81431,0,0,29.08229,1,1,1000,1000
47711,55:46.2,IMU,70405160,1,-0.009383855,0.02921334,0.001628518,-1.69851,0.8671929,-9.81589,0,0,29.08229,1,1,760,800
47811,55:46.2,IMU,70445144,0,-0.009435697,0.03311514,0.002195241,-1.707165,0.8701916,-9.795641,0,0,29.08441,1,1,1000,1000
47812,55:46.2,IMU,70445144,1,-0.009226255,0.03320473,0.00205752,-1.70687,0.8690531,-9.794344,0,0,29.08441,1,1,760,800
47864,55:46.3,IMU,70485128,0,-0.008525145,0.03725513,0.00267608,-1.71925,0.8715537,-9.777236,0,0,29.08653,1,1,1000,1000
47865,55:46.3,IMU,70485128,1,-0.008657873,0.03718882,0.002603335,-1.718369,0.8712293,-9.775505,0,0,29.08653,1,1,760,800
47916,55:46.3,IMU,70525112,0,-0.007292562,0.03827228,0.002870607,-1.728533,0.8731055,-9.759108,0,0,29.08866,1,1,1000,1000
47917,55:46.3,IMU,70525112,1,-0.007523753,0.03822811,0.002987392,-1.729744,0.874052,-9.762886,0,0,29.08866,1,1,760,800
48017,55:46.4,IMU,70565096,0,-0.006130567,0.04181753,0.002953746,-1.738836,0.8763528,-9.74649,0,0,29.09078,1,1,1000,1000
48018,55:46.4,IMU,70565096,1,-0.006091946,0.04196081,0.002783706,-1.73832,0.8780587,-9.746032,0,0,29.09078,1,1,760,800
48071,55:46.4,IMU,70605080,0,-0.006301953,0.03984209,0.003142314,-1.747466,0.8785836,-9.729608,0,0,29.0929,1,1,1000,1000
48072,55:46.4,IMU,70605080,1,-0.006251698,0.03976068,0.003072188,-1.747372,0.8771232,-9.72852,0,0,29.0929,1,1,760,800
48172,55:46.4,IMU,70645064,0,-0.006616135,0.04176837,0.00312945,-1.755544,0.8805813,-9.707025,0,0,29.09507,1,1,1000,1000
48173,55:46.4,IMU,70645064,1,-0.00654405,0.04186131,0.00320749,-1.756058,0.8802564,-9.705069,0,0,29.09507,1,1,760,800
48223,55:46.5,IMU,70685048,0,-0.009026648,0.049958,0.003386441,-1.764939,0.8822392,-9.692839,0,0,29.09719,1,1,1000,1000
48224,55:46.5,IMU,70685048,1,-0.009067021,0.04977423,0.003235484,-1.764487,0.8816069,-9.694422,0,0,29.09719,1,1,760,800
48275,55:46.5,IMU,70725032,0,-0.008961553,0.05193426,0.003471337,-1.773745,0.8852049,-9.681176,0,0,29.09931,1,1,1000,1000
48276,55:46.5,IMU,70725032,1,-0.008792873,0.05198687,0.003579251,-1.771664,0.8818202,-9.67979,0,0,29.09931,1,1,760,800
48376,55:46.6,IMU,70765016,0,-0.009320891,0.05051603,0.003512384,-1.780923,0.887192,-9.660544,0,0,29.10143,1,1,1000,1000
48377,55:46.6,IMU,70765016,1,-0.00925912,0.05023214,0.003405088,-1.781102,0.8856187,-9.660571,0,0,29.10143,1,1,760,800
48430,55:46.6,IMU,70805000,0,-0.007611915,0.05047745,0.003394037,-1.788551,0.8900632,-9.649013,0,0,29.10355,1,1,1000,1000
48431,55:46.6,IMU,70805000,1,-0.007661813,0.05054932,0.00336798,-1.789907,0.8901656,-9.650518,0,0,29.10355,1,1,760,800
48528,55:46.6,IMU,70844984,0,-0.01037739,0.04851995,0.00343419,-1.794365,0.8902742,-9.630686,0,0,29.10562,1,1,1000,1000
48529,55:46.6,IMU,70844984,1,-0.01032986,0.04839709,0.003279363,-1.794692,0.8918926,-9.628897,0,0,29.10562,1,1,760,800
48579,55:46.7,IMU,70884968,0,-0.009514621,0.05021274,0.003349935,-1.801826,0.8931364,-9.619741,0,0,29.10774,1,1,1000,1000
48580,55:46.7,IMU,70884968,1,-0.009546809,0.05026811,0.003350315,-1.801739,0.8957644,-9.621806,0,0,29.10774,1,1,760,800
48632,55:46.7,IMU,70924952,0,-0.009614059,0.04786941,0.003286612,-1.806144,0.8949438,-9.598725,0,0,29.10986,1,1,1000,1000
48633,55:46.7,IMU,70924952,1,-0.009590646,0.04793968,0.003071277,-1.805976,0.8935478,-9.600054,0,0,29.10986,1,1,760,800
48731,55:46.8,IMU,70964936,0,-0.008340154,0.03782059,0.003095549,-1.811127,0.8994703,-9.595105,0,0,29.11198,1,1,1000,1000
48732,55:46.8,IMU,70964936,1,-0.008507148,0.03752144,0.003342135,-1.810565,0.8985451,-9.591661,0,0,29.11198,1,1,760,800
48785,55:46.8,IMU,71004920,0,-0.00827276,0.02364079,0.002789918,-1.81393,0.9001814,-9.5748,0,0,29.11409,1,1,1000,1000
48786,55:46.8,IMU,71004920,1,-0.008211856,0.02357536,0.002591035,-1.81501,0.8994466,-9.572392,0,0,29.11409,1,1,760,800
48887,55:46.8,IMU,71044904,0,-0.007226271,0.01227817,0.00220077,-1.81735,0.9025037,-9.573471,0,0,29.11621,1,1,1000,1000
48888,55:46.8,IMU,71044904,1,-0.007251531,0.01244598,0.002118106,-1.81598,0.9032449,-9.573061,0,0,29.11621,1,1,760,800
48938,55:46.9,IMU,71084888,0,-0.006336632,0.004317529,0.001867908,-1.817843,0.9058658,-9.577024,0,0,29.11833,1,1,1000,1000
48939,55:46.9,IMU,71084888,1,-0.006173951,0.00417698,0.001842953,-1.818939,0.9061953,-9.575294,0,0,29.11833,1,1,760,800
48991,55:46.9,IMU,71124872,0,-0.009359575,-0.005620619,0.001585514,-1.821467,0.9087891,-9.571306,0,0,29.12045,1,1,1000,1000
48992,55:46.9,IMU,71124872,1,-0.009340465,-0.005649489,0.001565466,-1.818279,0.9080281,-9.570192,0,0,29.12045,1,1,760,800
