,Timestamp,,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz
425045,59:16.5,IMU,280685181,1,0.005299718,0.001769807,0.004097331,-4.359061,-0.2440939,-8.805886,0,0,37.10287,1,1,760,799
425096,59:16.5,IMU,280725165,0,0.005432935,0.002468976,0.004134558,-4.376709,-0.2445844,-8.7946,0,0,37.10393,1,1,1000,1000
425097,59:16.5,IMU,280725165,1,0.005470626,0.002372158,0.00410375,-4.37761,-0.241532,-8.79623,0,0,37.10393,1,1,760,799
425195,59:16.6,IMU,280765149,0,0.003720671,0.003240713,0.004178287,-4.393394,-0.2437299,-8.786966,0,0,37.10498,1,1,1000,1000
425196,59:16.6,IMU,280765149,1,0.00376715,0.00315836,0.004199065,-4.390872,-0.2429698,-8.784657,0,0,37.10498,1,1,760,799
425249,59:16.6,IMU,280805133,0,0.003569247,0.004068717,0.004168215,-4.409368,-0.2448221,-8.778619,0,0,37.10603,1,1,1000,1000
425250,59:16.6,IMU,280805133,1,0.003333088,0.00399963,0.004346236,-4.408499,-0.243507,-8.778775,0,0,37.10603,1,1,760,799
425348,59:16.6,IMU,280845117,0,0.005114087,0.005204031,0.004241452,-4.426566,-0.2433128,-8.769966,0,0,37.10709,1,1,1000,1000
425349,59:16.6,IMU,280845117,1,0.005048702,0.005215834,0.004277464,-4.424086,-0.2469268,-8.77035,0,0,37.10709,1,1,760,799
425399,59:16.7,IMU,280885101,0,0.006837496,0.006019847,0.004184265,-4.440823,-0.2442259,-8.758052,0,0,37.10814,1,1,1000,1000
425400,59:16.7,IMU,280885101,1,0.006888036,0.00591362,0.004283148,-4.441777,-0.2461163,-8.759356,0,0,37.10814,1,1,760,799
425452,59:16.7,IMU,280925085,0,0.00730976,0.006202548,0.004101787,-4.455754,-0.2442721,-8.75246,0,0,37.10919,1,1,1000,1000
425453,59:16.7,IMU,280925085,1,0.007429311,0.006126491,0.004084052,-4.458275,-0.2454737,-8.751516,0,0,37.10919,1,1,760,799
425552,59:16.8,IMU,280965069,0,0.007571972,0.005010443,0.003966383,-4.4707,-0.245387,-8.745676,0,0,37.11024,1,1,1000,1000
425553,59:16.8,IMU,280965069,1,0.007632326,0.00481504,0.004082911,-4.472919,-0.2467305,-8.746117,0,0,37.11024,1,1,760,799
425606,59:16.8,IMU,281005053,0,0.005972356,0.00538038,0.004000219,-4.486227,-0.2451235,-8.734387,0,0,37.11132,1,1,1000,1000
425607,59:16.8,IMU,281005053,1,0.006137811,0.005340551,0.004105786,-4.484958,-0.2445844,-8.730978,0,0,37.11132,1,1,760,799
425706,59:16.8,IMU,281045037,0,0.005967665,0.003440598,0.004109625,-4.499897,-0.2451654,-8.727856,0,0,37.11237,1,1,1000,1000
425707,59:16.8,IMU,281045037,1,0.005650231,0.003479328,0.004105545,-4.500172,-0.2439988,-8.729914,0,0,37.11237,1,1,760,799
425758,59:16.9,IMU,281085021,0,0.007555982,0.002943751,0.003975684,-4.510712,-0.2459923,-8.719694,0,0,37.11342,1,1,999,999
425759,59:16.9,IMU,281085021,1,0.007717993,0.002892784,0.003937686,-4.511621,-0.2471703,-8.718418,0,0,37.11342,1,1,760,799
425811,59:16.9,IMU,281125005,0,0.007870563,0.003469693,0.004067414,-4.524569,-0.2451171,-8.712811,0,0,37.11448,1,1,999,999
425812,59:16.9,IMU,281125005,1,0.007672918,0.003407943,0.004105898,-4.525936,-0.2462032,-8.713132,0,0,37.11448,1,1,760,799
425911,59:17.0,IMU,281164989,0,0.006744012,0.003068181,0.004251561,-4.537806,-0.2445193,-8.709044,0,0,37.1155,1,1,999,999
425912,59:17.0,IMU,281164989,1,0.006614509,0.0030046,0.004200962,-4.538111,-0.2446875,-8.710552,0,0,37.1155,1,1,760,799
425965,59:17.0,IMU,281204973,0,0.007189674,0.003321685,0.004305329,-4.5495,-0.2452447,-8.702358,0,0,37.11655,1,1,999,999
425966,59:17.0,IMU,281204973,1,0.007230756,0.003351011,0.00422293,-4.549665,-0.2461894,-8.70248,0,0,37.11655,1,1,760,799
426063,59:17.0,IMU,281244957,0,0.005519394,0.002088374,0.004396412,-4.562045,-0.2455104,-8.695284,0,0,37.1176,1,1,999,999
426064,59:17.0,IMU,281244957,1,0.005471544,0.001973478,0.004362575,-4.561644,-0.2431314,-8.693973,0,0,37.1176,1,1,760,799
426114,59:17.1,IMU,281284941,0,0.004620656,0.002712751,0.004425218,-4.57295,-0.2458133,-8.686519,0,0,37.11865,1,1,999,999
426115,59:17.1,IMU,281284941,1,0.004475617,0.002661269,0.004401699,-4.571968,-0.2438623,-8.684283,0,0,37.11865,1,1,760,799
426167,59:17.1,IMU,281324925,0,0.008277319,0.005229025,0.004210722,-4.582123,-0.2448923,-8.672952,0,0,37.11971,1,1,999,999
426168,59:17.1,IMU,281324925,1,0.008344966,0.005179673,0.004095923,-4.582831,-0.2460123,-8.673362,0,0,37.11971,1,1,760,799
426266,59:17.2,IMU,281364909,0,0.006033108,0.005821769,0.004225287,-4.594995,-0.2461934,-8.680531,0,0,37.12075,1,1,999,999
426267,59:17.2,IMU,281364909,1,0.005841271,0.005774499,0.004308107,-4.593989,-0.2433299,-8.67808,0,0,37.12075,1,1,760,799
426320,59:17.2,IMU,281404893,0,0.005022243,0.00569075,0.004044658,-4.605145,-0.2457979,-8.671898,0,0,37.1218,1,1,999,999
426321,59:17.2,IMU,281404893,1,0.005108324,0.005623501,0.004110941,-4.603766,-0.2447667,-8.669899,0,0,37.1218,1,1,760,799
426420,59:17.2,IMU,281444877,0,0.006876913,0.005584724,0.003619905,-4.614948,-0.2449187,-8.665197,0,0,37.12286,1,1,999,999
426421,59:17.2,IMU,281444877,1,0.006951195,0.005435904,0.003491628,-4.617465,-0.2466379,-8.666813,0,0,37.12286,1,1,760,799
426474,59:17.3,IMU,281484861,0,0.008945748,0.004917934,0.003362512,-4.625225,-0.2461707,-8.660972,0,0,37.12391,1,1,999,999
426475,59:17.3,IMU,281484861,1,0.008924284,0.005000712,0.003403611,-4.625019,-0.246639,-8.663,0,0,37.12391,1,1,760,799
426526,59:17.3,IMU,281524845,0,0.008538328,0.003375998,0.003326043,-4.635407,-0.2444767,-8.658199,0,0,37.12495,1,1,999,999
426527,59:17.3,IMU,281524845,1,0.008593956,0.003219428,0.003170365,-4.635413,-0.2452518,-8.656393,0,0,37.12495,1,1,760,799
426627,59:17.4,IMU,281564829,0,0.006496196,0.004962047,0.003563168,-4.643528,-0.2459037,-8.645798,0,0,37.12601,1,1,999,999
426628,59:17.4,IMU,281564829,1,0.006357852,0.004819086,0.003628284,-4.641716,-0.2445514,-8.642657,0,0,37.12601,1,1,760,799
426681,59:17.4,IMU,281604813,0,0.005505503,0.004729277,0.003743807,-4.653017,-0.246543,-8.638494,0,0,37.12706,1,1,999,999
426682,59:17.4,IMU,281604813,1,0.005670412,0.004558254,0.003607252,-4.652225,-0.2426704,-8.635983,0,0,37.12706,1,1,760,799
426779,59:17.4,IMU,281644797,0,0.005153485,0.004592624,0.003941755,-4.660208,-0.2470936,-8.637111,0,0,37.12811,1,1,999,999
426780,59:17.4,IMU,281644797,1,0.005151409,0.004565688,0.003875378,-4.660589,-0.244609,-8.636065,0,0,37.12811,1,1,760,799
426831,59:17.5,IMU,281684781,0,0.005034672,0.004561862,0.004251966,-4.669179,-0.2473259,-8.63584,0,0,37.12915,1,1,999,999
426832,59:17.5,IMU,281684781,1,0.004962122,0.004662175,0.004346792,-4.672615,-0.2468776,-8.638508,0,0,37.12915,1,1,760,799
426883,59:17.5,IMU,281724765,0,0.005375069,0.004476109,0.004500751,-4.677987,-0.2483288,-8.630487,0,0,37.1302,1,1,999,999
426884,59:17.5,IMU,281724765,1,0.005459102,0.004494363,0.004413459,-4.67819,-0.2465997,-8.629501,0,0,37.1302,1,1,760,799
426983,59:17.6,IMU,281764749,0,0.006170559,0.004428625,0.004646083,-4.68512,-0.2460171,-8.626133,0,0,37.13125,1,1,999,999
426984,59:17.6,IMU,281764749,1,0.006104937,0.004375595,0.004699302,-4.684606,-0.2467526,-8.627441,0,0,37.13125,1,1,760,799
427037,59:17.6,IMU,281804733,0,0.003365868,0.004390528,0.004776549,-4.691984,-0.2463546,-8.617702,0,0,37.1323,1,1,999,999
427038,59:17.6,IMU,281804733,1,0.003315467,0.004360945,0.004609973,-4.692799,-0.2482624,-8.618232,0,0,37.1323,1,1,760,799
427136,59:17.6,IMU,281844717,0,0.003585818,0.003735571,0.004741502,-4.699996,-0.2470981,-8.617471,0,0,37.13335,1,1,999,999
427137,59:17.6,IMU,281844717,1,0.003634572,0.003956335,0.004735031,-4.701607,-0.2475278,-8.617778,0,0,37.13335,1,1,760,799
427187,59:17.7,IMU,281884701,0,0.007237529,0.004022546,0.00424609,-4.707528,-0.2482457,-8.61824,0,0,37.1344,1,1,999,999
427188,59:17.7,IMU,281884701,1,0.007490098,0.004223594,0.004079063,-4.707529,-0.2466507,-8.617929,0,0,37.1344,1,1,760,799
427240,59:17.7,IMU,281924685,0,0.006837677,0.005490666,0.003906424,-4.71489,-0.2480636,-8.612412,0,0,37.13545,1,1,999,999
427241,59:17.7,IMU,281924685,1,0.006600512,0.005661512,0.003805957,-4.713041,-0.2493176,-8.613872,0,0,37.13545,1,1,760,799
427340,59:17.8,IMU,281964669,0,0.006488641,0.005507096,0.003749566,-4.72085,-0.2479831,-8.607374,0,0,37.1365,1,1,999,999
427341,59:17.8,IMU,281964669,1,0.006477378,0.005494849,0.003737002,-4.718174,-0.2491867,-8.606401,0,0,37.1365,1,1,760,799
427394,59:17.8,IMU,282004653,0,0.003972602,0.00248136,0.003892938,-4.727601,-0.2480691,-8.602414,0,0,37.13755,1,1,999,999
427395,59:17.8,IMU,282004653,1,0.004069824,0.002503375,0.004008813,-4.725217,-0.249891,-8.599231,0,0,37.13755,1,1,760,799
427494,59:17.8,IMU,282044637,0,0.003832338,0.002819191,0.004113006,-4.733175,-0.2489089,-8.602707,0,0,37.13859,1,1,999,999
427495,59:17.8,IMU,282044637,1,0.00367167,0.002863655,0.00414208,-4.732281,-0.247778,-8.602549,0,0,37.13859,1,1,760,799
427545,59:17.9,IMU,282084621,0,0.004995208,0.002958302,0.004321427,-4.738594,-0.2489873,-8.597138,0,0,37.13964,1,1,999,999
427546,59:17.9,IMU,282084621,1,0.005047894,0.002967117,0.004223568,-4.737825,-0.2489521,-8.596151,0,0,37.13964,1,1,760,799
427598,59:17.9,IMU,282124605,0,0.005050141,0.003133361,0.004539978,-4.744239,-0.2489793,-8.594637,0,0,37.14069,1,1,999,999
427599,59:17.9,IMU,282124605,1,0.005121924,0.003191152,0.004586215,-4.742308,-0.2481131,-8.595749,0,0,37.14069,1,1,760,799
427697,59:18.0,IMU,282164589,0,0.004681672,0.003326347,0.004753669,-4.749942,-0.2498669,-8.593269,0,0,37.14174,1,1,999,999
427698,59:18.0,IMU,282164589,1,0.004773608,0.00343666,0.004749676,-4.747549,-0.2510025,-8.592875,0,0,37.14174,1,1,760,799
427752,59:18.0,IMU,282205406,0,0.004003638,0.005073112,0.005023303,-4.755688,-0.2480101,-8.587127,0,0,37.14281,1,1,999,999
427753,59:18.0,IMU,282205406,1,0.003928432,0.005037654,0.005107583,-4.755253,-0.2505166,-8.588098,0,0,37.14278,1,1,760,799
427850,59:18.0,IMU,282245390,0,0.005242493,0.004937534,0.005162887,-4.761373,-0.2499944,-8.585896,0,0,37.14386,1,1,999,999
427851,59:18.0,IMU,282245390,1,0.005349909,0.005091981,0.00507055,-4.76334,-0.2484696,-8.585476,0,0,37.14383,1,1,760,799
427901,59:18.1,IMU,282285374,0,0.006487117,0.005387995,0.004896569,-4.766066,-0.2494894,-8.585875,0,0,37.14491,1,1,999,999
427902,59:18.1,IMU,282285374,1,0.006597089,0.005104076,0.004998569,-4.765432,-0.2481637,-8.584647,0,0,37.14488,1,1,760,799
427953,59:18.1,IMU,282325358,0,0.006079758,0.005022433,0.004477547,-4.771644,-0.2498791,-8.581829,0,0,37.14595,1,1,999,999
427954,59:18.1,IMU,282325358,1,0.006221667,0.00498999,0.004354868,-4.772772,-0.2489627,-8.583883,0,0,37.14593,1,1,760,799
428053,59:18.2,IMU,282365342,0,0.005833341,0.004011437,0.004136581,-4.777771,-0.2504372,-8.578104,0,0,37.147,1,1,999,999
428054,59:18.2,IMU,282365342,1,0.005789201,0.003714248,0.004104021,-4.775737,-0.2497772,-8.58147,0,0,37.14697,1,1,760,799
428107,59:18.2,IMU,282405326,0,0.005623525,0.002383007,0.003801549,-4.781356,-0.2506374,-8.576919,0,0,37.14805,1,1,999,999
428108,59:18.2,IMU,282405326,1,0.005582596,0.002513845,0.003815572,-4.779331,-0.2515948,-8.576055,0,0,37.14802,1,1,760,799
428208,59:18.2,IMU,282445310,0,0.005378425,0.002599829,0.003567847,-4.785827,-0.2509608,-8.570915,0,0,37.14909,1,1,999,999
428209,59:18.2,IMU,282445310,1,0.005490427,0.002647118,0.003413104,-4.784383,-0.2493346,-8.573019,0,0,37.14907,1,1,760,799
428263,59:18.3,IMU,282485294,0,0.005278538,0.005026002,0.003430468,-4.790173,-0.2512883,-8.567219,0,0,37.15014,1,1,999,999
428264,59:18.3,IMU,282485294,1,0.005267825,0.005151804,0.003405085,-4.78999,-0.2512068,-8.567359,0,0,37.15012,1,1,760,799
428315,59:18.3,IMU,282525278,0,0.00578381,0.003445318,0.003438906,-4.793598,-0.2517908,-8.567427,0,0,37.15119,1,1,999,999
428316,59:18.3,IMU,282525278,1,0.005755527,0.00350638,0.003438725,-4.792285,-0.2496772,-8.568958,0,0,37.15116,1,1,760,799
428416,59:18.4,IMU,282565262,0,0.00539203,0.003515551,0.003875583,-4.798584,-0.2519873,-8.56714,0,0,37.15223,1,1,999,999
428417,59:18.4,IMU,282565262,1,0.005614498,0.003604983,0.003854654,-4.797367,-0.2510424,-8.566664,0,0,37.15221,1,1,760,799
428470,59:18.4,IMU,282605246,0,0.005048657,0.003661614,0.004135117,-4.802271,-0.2518205,-8.563616,0,0,37.15328,1,1,999,999
428471,59:18.4,IMU,282605246,1,0.005180096,0.003492009,0.004107347,-4.802261,-0.2525853,-8.561799,0,0,37.15326,1,1,760,799
428568,59:18.4,IMU,282645230,0,0.005381434,0.00367911,0.004409396,-4.805298,-0.253027,-8.562288,0,0,37.1543,1,1,999,999
428569,59:18.4,IMU,282645230,1,0.00550626,0.003689705,0.004443317,-4.805089,-0.2515235,-8.562304,0,0,37.1543,1,1,760,799
428620,59:18.5,IMU,282685214,0,0.005694873,0.00375976,0.004648586,-4.808363,-0.2520569,-8.560362,0,0,37.15535,1,1,999,999
428621,59:18.5,IMU,282685214,1,0.005789086,0.003657432,0.00469054,-4.809776,-0.2501802,-8.559093,0,0,37.15535,1,1,760,799
428672,59:18.5,IMU,282725198,0,0.005056213,0.003819666,0.004813388,-4.811752,-0.2534453,-8.554563,0,0,37.15639,1,1,999,999
428673,59:18.5,IMU,282725198,1,0.005130824,0.003683345,0.004781703,-4.814074,-0.2531235,-8.556702,0,0,37.15639,1,1,760,799
428771,59:18.6,IMU,282765182,0,0.004227616,0.003800457,0.004944734,-4.816435,-0.2540726,-8.553926,0,0,37.15744,1,1,999,999
428772,59:18.6,IMU,282765182,1,0.004142095,0.003748982,0.004956109,-4.816598,-0.2527112,-8.554619,0,0,37.15744,1,1,760,799
428825,59:18.6,IMU,282805166,0,0.002424684,0.003865612,0.005261575,-4.819588,-0.2538808,-8.553201,0,0,37.15849,1,1,999,999
428826,59:18.6,IMU,282805166,1,0.002386948,0.003645558,0.005146063,-4.820391,-0.2526848,-8.55082,0,0,37.15849,1,1,760,799
428924,59:18.6,IMU,282845150,0,0.00287565,0.004796074,0.005302066,-4.821533,-0.2541101,-8.548334,0,0,37.15953,1,1,999,999
428925,59:18.6,IMU,282845150,1,0.00286365,0.004654283,0.00539143,-4.823238,-0.2562112,-8.547457,0,0,37.15953,1,1,760,799
428975,59:18.7,IMU,282885134,0,0.003936378,0.005535447,0.005159936,-4.827168,-0.2547914,-8.551468,0,0,37.16058,1,1,999,999
428976,59:18.7,IMU,282885134,1,0.00390976,0.005280992,0.005185694,-4.826085,-0.2522938,-8.55177,0,0,37.16058,1,1,760,799
429028,59:18.7,IMU,282925118,0,0.003292924,0.006166688,0.004791674,-4.830254,-0.254157,-8.550828,0,0,37.16162,1,1,999,999
429029,59:18.7,IMU,282925118,1,0.003230007,0.006010038,0.004898805,-4.830151,-0.2556035,-8.548101,0,0,37.16162,1,1,760,799
429128,59:18.8,IMU,282965102,0,0.003400458,0.007205242,0.004478375,-4.833031,-0.2538202,-8.549212,0,0,37.16267,1,1,999,999
429129,59:18.8,IMU,282965102,1,0.003385354,0.007282113,0.004449094,-4.832181,-0.2572435,-8.550069,0,0,37.16267,1,1,760,799
429182,59:18.8,IMU,283005086,0,0.003510723,0.006430964,0.004224737,-4.835568,-0.2554109,-8.542,0,0,37.16371,1,1,999,999
429183,59:18.8,IMU,283005086,1,0.003470015,0.006375384,0.004209086,-4.833998,-0.2564365,-8.542525,0,0,37.16371,1,1,760,799
429282,59:18.8,IMU,283045070,0,0.003593918,0.005090124,0.004087356,-4.836965,-0.2560039,-8.541268,0,0,37.16475,1,1,999,999
429283,59:18.8,IMU,283045070,1,0.003588618,0.005083634,0.004125908,-4.837549,-0.2561232,-8.544313,0,0,37.16475,1,1,760,799
429334,59:18.9,IMU,283085054,0,0.003607482,0.005623198,0.004047409,-4.840063,-0.2555767,-8.538413,0,0,37.16582,1,1,1000,1000
429335,59:18.9,IMU,283085054,1,0.003640555,0.005357048,0.003997994,-4.840296,-0.2544502,-8.541664,0,0,37.16582,1,1,760,799
429387,59:18.9,IMU,283125038,0,0.003710257,0.005398069,0.004067158,-4.84366,-0.2570514,-8.538689,0,0,37.16687,1,1,1000,1000
429388,59:18.9,IMU,283125038,1,0.00368184,0.005369207,0.004109034,-4.845592,-0.255087,-8.537067,0,0,37.16687,1,1,760,799
429486,59:19.0,IMU,283165022,0,0.003738571,0.005281049,0.004043528,-4.845473,-0.2559565,-8.535877,0,0,37.16792,1,1,1000,1000
429487,59:19.0,IMU,283165022,1,0.003731826,0.005361438,0.004160162,-4.845863,-0.2556262,-8.537485,0,0,37.16792,1,1,760,799
429541,59:19.0,IMU,283205006,0,0.003817256,0.005112824,0.004075885,-4.84938,-0.2576655,-8.535589,0,0,37.16896,1,1,1000,1000
429542,59:19.0,IMU,283205006,1,0.003673041,0.005029108,0.004147578,-4.848855,-0.2590317,-8.535483,0,0,37.16896,1,1,760,799
429639,59:19.0,IMU,283244990,0,0.003854154,0.005049843,0.004070899,-4.852182,-0.2581051,-8.53425,0,0,37.16998,1,1,1000,1000
429640,59:19.0,IMU,283244990,1,0.003891088,0.005080685,0.004076658,-4.850879,-0.2587412,-8.534067,0,0,37.16998,1,1,760,799
429690,59:19.1,IMU,283284974,0,0.003844585,0.004863566,0.004094611,-4.853072,-0.2580727,-8.533255,0,0,37.17102,1,1,1000,1000
429691,59:19.1,IMU,283284974,1,0.003796199,0.004821915,0.004020628,-4.851806,-0.2569877,-8.535331,0,0,37.17102,1,1,760,799
429742,59:19.1,IMU,283324958,0,0.003894844,0.004756134,0.004093098,-4.854963,-0.2575893,-8.533513,0,0,37.17207,1,1,1000,1000
429743,59:19.1,IMU,283324958,1,0.004001031,0.004618899,0.0040961,-4.853627,-0.2576744,-8.533967,0,0,37.17207,1,1,760,799
429842,59:19.2,IMU,283364942,0,0.003896908,0.004680457,0.004074952,-4.857841,-0.257765,-8.531801,0,0,37.17311,1,1,1000,1000
429843,59:19.2,IMU,283364942,1,0.004135658,0.004613385,0.003949638,-4.857769,-0.2571597,-8.53039,0,0,37.17311,1,1,760,799
429896,59:19.2,IMU,283404926,0,0.003881879,0.004613313,0.004059242,-4.86051,-0.2574927,-8.530617,0,0,37.17415,1,1,1000,1000
429897,59:19.2,IMU,283404926,1,0.004036753,0.004557782,0.004012919,-4.859284,-0.2588574,-8.531067,0,0,37.17415,1,1,760,799
429998,59:19.2,IMU,283444910,0,0.003945082,0.004513989,0.004105084,-4.861378,-0.2593217,-8.529768,0,0,37.17519,1,1,1000,1000
429999,59:19.2,IMU,283444910,1,0.003942441,0.004484985,0.004121255,-4.860301,-0.2596029,-8.531322,0,0,37.17519,1,1,760,799
430052,59:19.3,IMU,283484894,0,0.00398937,0.004512895,0.004033969,-4.862064,-0.2591258,-8.528709,0,0,37.17624,1,1,1000,1000
430053,59:19.3,IMU,283484894,1,0.004030175,0.004433522,0.003933715,-4.861947,-0.2587147,-8.529553,0,0,37.17624,1,1,760,799
430104,59:19.3,IMU,283524878,0,0.004033744,0.004455846,0.004043914,-4.863927,-0.25866,-8.528025,0,0,37.17728,1,1,1000,1000
430105,59:19.3,IMU,283524878,1,0.004079612,0.004310547,0.004031438,-4.864555,-0.2600555,-8.526445,0,0,37.17728,1,1,760,799
430205,59:19.4,IMU,283564862,0,0.00396544,0.004414319,0.004105793,-4.865445,-0.2587367,-8.526767,0,0,37.17832,1,1,1000,1000
430206,59:19.4,IMU,283564862,1,0.003976463,0.004149637,0.003967986,-4.867146,-0.256968,-8.528682,0,0,37.17832,1,1,760,799
430259,59:19.4,IMU,283604846,0,0.003997484,0.004328023,0.004068822,-4.867789,-0.2597045,-8.526574,0,0,37.17937,1,1,1000,1000
430260,59:19.4,IMU,283604846,1,0.00416383,0.004276634,0.004032289,-4.868372,-0.2603039,-8.529018,0,0,37.17937,1,1,760,799
430357,59:19.4,IMU,283644830,0,0.004066688,0.004289711,0.004111685,-4.869989,-0.2597753,-8.524588,0,0,37.18041,1,1,1000,1000
430358,59:19.4,IMU,283644830,1,0.0042193,0.004341648,0.004047038,-4.869572,-0.2574785,-8.525923,0,0,37.18041,1,1,760,799
430408,59:19.5,IMU,283684814,0,0.004021182,0.004275384,0.004045849,-4.87098,-0.2600169,-8.524496,0,0,37.18145,1,1,1000,1000
430409,59:19.5,IMU,283684814,1,0.003890953,0.004365117,0.00418343,-4.870887,-0.2585066,-8.526242,0,0,37.18145,1,1,760,799
430461,59:19.5,IMU,283724798,0,0.004078669,0.004250734,0.004034103,-4.871576,-0.2607822,-8.523786,0,0,37.1825,1,1,1000,1000
430462,59:19.5,IMU,283724798,1,0.004120052,0.00413115,0.004154384,-4.870706,-0.2637528,-8.526189,0,0,37.1825,1,1,760,799
430563,59:19.6,IMU,283764782,0,0.004016066,0.003605244,0.0040775,-4.873544,-0.2593452,-8.522235,0,0,37.18354,1,1,1000,1000
430564,59:19.6,IMU,283764782,1,0.004060407,0.003395909,0.004187436,-4.871798,-0.2618093,-8.52241,0,0,37.18354,1,1,760,799
430617,59:19.6,IMU,283804766,0,0.002664731,0.002862697,0.004179366,-4.872983,-0.2598806,-8.513975,0,0,37.18458,1,1,1000,1000
430618,59:19.6,IMU,283804766,1,0.00281118,0.002802616,0.004082686,-4.873378,-0.2596785,-8.51311,0,0,37.18458,1,1,760,799
430715,59:19.6,IMU,283844750,0,0.00236198,0.00155501,0.004509434,-4.874848,-0.2601506,-8.512902,0,0,37.18562,1,1,1000,1000
430716,59:19.6,IMU,283844750,1,0.00231947,0.001627688,0.004635102,-4.873228,-0.2591341,-8.51553,0,0,37.18562,1,1,760,799
430767,59:19.7,IMU,283884734,0,0.002703019,0.002368504,0.004722105,-4.876727,-0.2610252,-8.516367,0,0,37.18666,1,1,1000,1000
430768,59:19.7,IMU,283884734,1,0.002696009,0.002489911,0.00479104,-4.876731,-0.261005,-8.516566,0,0,37.18666,1,1,760,799
430820,59:19.7,IMU,283924718,0,0.002870871,0.003175911,0.00493171,-4.877349,-0.261455,-8.516539,0,0,37.18771,1,1,1000,1000
430821,59:19.7,IMU,283924718,1,0.002983822,0.003334887,0.0050434,-4.877359,-0.262277,-8.517709,0,0,37.18771,1,1,760,799
430920,59:19.8,IMU,283964702,0,0.002975473,0.002988607,0.004938671,-4.87989,-0.2628335,-8.517954,0,0,37.18874,1,1,1000,1000
430921,59:19.8,IMU,283964702,1,0.003043181,0.002836723,0.004820355,-4.876249,-0.2617925,-8.515799,0,0,37.18874,1,1,760,799
430974,59:19.8,IMU,284004686,0,0.003147591,0.003178667,0.004771488,-4.879007,-0.2618667,-8.516918,0,0,37.18979,1,1,1000,1000
430975,59:19.8,IMU,284004686,1,0.003071324,0.003043793,0.004699174,-4.880485,-0.2617795,-8.517492,0,0,37.18979,1,1,760,799
431074,59:19.8,IMU,284044670,0,0.003309205,0.003287995,0.004801722,-4.881535,-0.2621794,-8.517765,0,0,37.19083,1,1,1000,1000
431075,59:19.8,IMU,284044670,1,0.003324422,0.003229375,0.004794125,-4.880467,-0.2603483,-8.516212,0,0,37.19083,1,1,760,799
431125,59:19.9,IMU,284084654,0,0.003355953,0.003339961,0.004715645,-4.882666,-0.2624077,-8.516058,0,0,37.19187,1,1,999,999
431126,59:19.9,IMU,284084654,1,0.003413598,0.003322261,0.00481838,-4.881934,-0.2615203,-8.516067,0,0,37.19187,1,1,760,799
431178,59:19.9,IMU,284124638,0,0.000112807,0.003446448,0.004826898,-4.882822,-0.2624456,-8.51321,0,0,37.19291,1,1,999,999
431179,59:19.9,IMU,284124638,1,0.000250887,0.003471928,0.0045319,-4.88372,-0.2629566,-8.512535,0,0,37.19291,1,1,760,799
431277,59:20.0,IMU,284164622,0,-0.0019835,0.003578612,0.004702365,-4.884121,-0.2627917,-8.511807,0,0,37.19395,1,1,999,999
431278,59:20.0,IMU,284164622,1,-0.001908213,0.003402611,0.004765807,-4.883839,-0.2630781,-8.512514,0,0,37.19395,1,1,760,799
431331,59:20.0,IMU,284204606,0,-0.0027203,0.003599813,0.004690624,-4.884716,-0.2619147,-8.510027,0,0,37.19499,1,1,999,999
431332,59:20.0,IMU,284204606,1,-0.002565115,0.003544377,0.004877858,-4.883852,-0.2615934,-8.510269,0,0,37.19499,1,1,760,799
431430,59:20.0,IMU,284244590,0,-0.004379017,0.003670815,0.004767719,-4.88588,-0.2630406,-8.512786,0,0,37.19603,1,1,999,999
431431,59:20.0,IMU,284244590,1,-0.0043372,0.003590792,0.004895803,-4.885249,-0.2622909,-8.513229,0,0,37.19603,1,1,760,799
431481,59:20.1,IMU,284285407,0,-0.003208292,0.003734183,0.004607169,-4.886958,-0.2644354,-8.513102,0,0,37.1971,1,1,999,999
431482,59:20.1,IMU,284285407,1,-0.003110018,0.003829392,0.004605811,-4.88446,-0.2638798,-8.513779,0,0,37.19707,1,1,760,799
431533,59:20.1,IMU,284325391,0,-0.009656335,0.003782475,0.004971598,-4.887942,-0.2657754,-8.513383,0,0,37.19814,1,1,999,999
431534,59:20.1,IMU,284325391,1,-0.009812627,0.00348996,0.004931596,-4.890111,-0.2665542,-8.51597,0,0,37.19811,1,1,760,799
431633,59:20.2,IMU,284365375,0,-0.01277843,0.004780851,0.004824866,-4.891124,-0.2658421,-8.532808,0,0,37.19918,1,1,999,999
431634,59:20.2,IMU,284365375,1,-0.01278666,0.004855531,0.004768861,-4.891726,-0.2676895,-8.534843,0,0,37.19915,1,1,760,799
431688,59:20.2,IMU,284405359,0,-0.01664641,0.004589718,0.00439443,-4.891768,-0.2666368,-8.530385,0,0,37.20022,1,1,999,999
431689,59:20.2,IMU,284405359,1,-0.01659432,0.004458287,0.004387917,-4.889222,-0.2688571,-8.52911,0,0,37.2002,1,1,760,799
431788,59:20.2,IMU,284445343,0,-0.01861336,0.004557594,0.003831175,-4.892059,-0.2676051,-8.530243,0,0,37.20126,1,1,999,999
431789,59:20.2,IMU,284445343,1,-0.01852471,0.00453535,0.003889505,-4.892953,-0.2694732,-8.531885,0,0,37.20123,1,1,760,799
