,Timestamp,,TimeUS,GPS_ID,Status,GMS,GWk,Nstats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
170024,56:54.4,GPS,138585377,0,6,169032400,2401,10,1.21,-35.3627518,149.1661869,643.26,2.033,144.2813,-1.149,0,1
170382,56:54.6,GPS,138785297,0,6,169032600,2401,10,1.21,-35.3627546,149.1661892,643.47,1.789,145.986,-0.919,0,1
170738,56:54.8,GPS,138985217,0,6,169032800,2401,10,1.21,-35.3627572,149.1661912,643.63,1.576,149.2084,-0.682,0,1
170917,56:54.9,GPS,139085177,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
171097,56:55.0,GPS,139185137,0,6,169033000,2401,10,1.21,-35.3627595,149.1661929,643.74,1.41,154.2643,-0.451,0,1
171455,56:55.2,GPS,139385057,0,6,169033200,2401,10,1.21,-35.3627618,149.166194,643.81,1.309,160.9349,-0.234,0,1
171818,56:55.4,GPS,139584977,0,6,169033400,2401,10,1.21,-35.3627641,149.1661947,643.83,1.282,168.184,-0.034,0,1
172174,56:55.6,GPS,139784897,0,6,169033600,2401,10,1.21,-35.3627664,149.1661952,643.82,1.337,174.5776,0.151,0,1
172530,56:55.8,GPS,139984817,0,6,169033800,2401,10,1.21,-35.3627689,149.1661953,643.77,1.475,179.3731,0.323,0,1
172886,56:56.0,GPS,140184737,0,6,169034000,2401,10,1.21,-35.3627717,149.1661953,643.69,1.69,182.8192,0.481,0,1
173240,56:56.2,GPS,140384657,0,6,169034200,2401,10,1.21,-35.362775,149.166195,643.58,1.945,185.33,0.622,0,1
173605,56:56.4,GPS,140584577,0,6,169034400,2401,10,1.21,-35.3627787,149.1661945,643.44,2.193,187.1526,0.7460001,0,1
173961,56:56.6,GPS,140785330,0,6,169034600,2401,10,1.21,-35.3627828,149.1661939,643.28,2.415,188.4834,0.853,0,1
174316,56:56.8,GPS,140985250,0,6,169034800,2401,10,1.21,-35.3627872,149.166193,643.1,2.608,189.5644,0.9450001,0,1
174675,56:57.0,GPS,141185170,0,6,169035000,2401,10,1.21,-35.362792,149.1661919,642.91,2.775,190.5899,1.024,0,1
175029,56:57.2,GPS,141385090,0,6,169035200,2401,10,1.21,-35.362797,149.1661907,642.7,2.92,191.5909,1.091,0,1
175394,56:57.4,GPS,141585010,0,6,169035400,2401,10,1.21,-35.3628023,149.1661894,642.47,3.048,192.5058,1.145,0,1
175750,56:57.6,GPS,141784930,0,6,169035600,2401,10,1.21,-35.3628077,149.1661879,642.24,3.162,193.2662,1.186,0,1
176107,56:57.8,GPS,141984850,0,6,169035800,2401,10,1.21,-35.3628133,149.1661862,642,3.265,193.8375,1.214,0,1
176465,56:58.0,GPS,142184770,0,6,169036000,2401,10,1.21,-35.3628191,149.1661844,641.75,3.357,194.2123,1.231,0,1
176819,56:58.2,GPS,142384690,0,6,169036200,2401,10,1.21,-35.362825,149.1661825,641.5,3.44,194.3957,1.237,0,1
177184,56:58.4,GPS,142584610,0,6,169036400,2401,10,1.21,-35.3628311,149.1661806,641.26,3.516,194.4058,1.234,0,1
177541,56:58.6,GPS,142785363,0,6,169036600,2401,10,1.21,-35.3628372,149.1661787,641.01,3.586,194.2686,1.221,0,1
177896,56:58.8,GPS,142985283,0,6,169036800,2401,10,1.21,-35.3628436,149.1661768,640.77,3.65,194.0202,1.202,0,1
178104,56:58.9,GPS,143105235,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
178255,56:59.0,GPS,143185203,0,6,169037000,2401,10,1.21,-35.36285,149.1661748,640.53,3.71,193.701,1.176,0,1
178609,56:59.2,GPS,143385123,0,6,169037200,2401,10,1.21,-35.3628565,149.1661729,640.3,3.766,193.3436,1.147,0,1
178974,56:59.4,GPS,143585043,0,6,169037400,2401,10,1.21,-35.3628631,149.166171,640.07,3.818,192.9772,1.116,0,1
179330,56:59.6,GPS,143784963,0,6,169037600,2401,10,1.21,-35.3628698,149.1661691,639.85,3.867,192.6283,1.084,0,1
179685,56:59.8,GPS,143984883,0,6,169037800,2401,10,1.21,-35.3628767,149.1661672,639.64,3.911,192.309,1.056,0,1
180043,57:00.0,GPS,144184803,0,6,169038000,2401,10,1.21,-35.3628836,149.1661654,639.43,3.952,192.0256,1.031,0,1
180397,57:00.2,GPS,144384723,0,6,169038200,2401,10,1.21,-35.3628906,149.1661637,639.23,3.988,191.7952,1.01,0,1
180761,57:00.4,GPS,144584643,0,6,169038400,2401,10,1.21,-35.3628977,149.1661619,639.03,4.02,191.6216,0.992,0,1
181118,57:00.6,GPS,144785396,0,6,169038600,2401,10,1.21,-35.3629047,149.16616,638.82,4.049,191.4923,0.979,0,1
181474,57:00.8,GPS,144985316,0,6,169038800,2401,10,1.21,-35.3629119,149.1661583,638.63,4.074,191.3968,0.9680001,0,1
181831,57:01.0,GPS,145185236,0,6,169039000,2401,10,1.21,-35.3629191,149.1661565,638.44,4.096,191.3267,0.961,0,1
182185,57:01.2,GPS,145385156,0,6,169039200,2401,10,1.21,-35.3629263,149.1661547,638.25,4.116,191.275,0.957,0,1
182548,57:01.4,GPS,145585076,0,6,169039400,2401,10,1.21,-35.3629336,149.166153,638.06,4.134,191.2354,0.955,0,1
182905,57:01.6,GPS,145784996,0,6,169039600,2401,10,1.21,-35.3629409,149.1661512,637.87,4.15,191.205,0.957,0,1
183261,57:01.8,GPS,145984916,0,6,169039800,2401,10,1.21,-35.3629482,149.1661494,637.67,4.163,191.1834,0.96,0,1
183619,57:02.0,GPS,146184836,0,6,169040000,2401,10,1.21,-35.3629556,149.1661477,637.48,4.175,191.1682,0.966,0,1
183973,57:02.2,GPS,146384756,0,6,169040200,2401,10,1.21,-35.362963,149.1661459,637.29,4.185,191.1592,0.975,0,1
184336,57:02.4,GPS,146584676,0,6,169040400,2401,10,1.21,-35.3629703,149.1661441,637.09,4.194,191.1681,0.984,0,1
184694,57:02.6,GPS,146784596,0,6,169040600,2401,10,1.21,-35.3629777,149.1661423,636.9,4.205,191.2239,0.992,0,1
185052,57:02.8,GPS,146985349,0,6,169040800,2401,10,1.21,-35.3629852,149.1661404,636.69,4.217,191.3528,0.9950001,0,1
185283,57:02.9,GPS,147125293,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
185411,57:03.0,GPS,147185269,0,6,169041000,2401,10,1.21,-35.3629926,149.1661386,636.5,4.231,191.5565,0.993,0,1
185766,57:03.2,GPS,147385189,0,6,169041200,2401,10,1.21,-35.3630001,149.1661367,636.3,4.248,191.829,0.987,0,1
186129,57:03.4,GPS,147585109,0,6,169041400,2401,10,1.21,-35.3630075,149.1661348,636.1,4.268,192.1697,0.9760001,0,1
186486,57:03.6,GPS,147785029,0,6,169041600,2401,10,1.21,-35.363015,149.1661327,635.91,4.291,192.578,0.9590001,0,1
186842,57:03.8,GPS,147984949,0,6,169041800,2401,10,1.21,-35.3630225,149.1661306,635.72,4.317,193.0573,0.936,0,1
187200,57:04.0,GPS,148184869,0,6,169042000,2401,10,1.21,-35.3630302,149.1661284,635.54,4.347,193.6124,0.9080001,0,1
187554,57:04.2,GPS,148384789,0,6,169042200,2401,10,1.21,-35.3630378,149.1661261,635.36,4.381,194.2471,0.872,0,1
187916,57:04.4,GPS,148584709,0,6,169042400,2401,10,1.21,-35.3630454,149.1661237,635.18,4.42,194.9628,0.83,0,1
188274,57:04.6,GPS,148784629,0,6,169042600,2401,10,1.21,-35.3630531,149.1661211,635.02,4.463,195.7645,0.78,0,1
188630,57:04.8,GPS,148985382,0,6,169042800,2401,10,1.21,-35.3630608,149.1661183,634.87,4.511,196.659,0.723,0,1
188987,57:05.0,GPS,149185302,0,6,169043000,2401,10,1.21,-35.3630687,149.1661154,634.73,4.565,197.6461,0.657,0,1
189341,57:05.2,GPS,149385222,0,6,169043200,2401,10,1.21,-35.3630765,149.1661122,634.61,4.625,198.7239,0.5840001,0,1
189707,57:05.4,GPS,149585142,0,6,169043400,2401,10,1.21,-35.3630844,149.1661088,634.5,4.691,199.877,0.505,0,1
190064,57:05.6,GPS,149785062,0,6,169043600,2401,10,1.21,-35.3630924,149.1661052,634.41,4.759,201.0598,0.426,0,1
190419,57:05.8,GPS,149984982,0,6,169043800,2401,10,1.21,-35.3631003,149.1661012,634.33,4.827,202.2068,0.35,0,1
190777,57:06.0,GPS,150184902,0,6,169044000,2401,10,1.21,-35.3631084,149.1660972,634.27,4.894,203.2634,0.281,0,1
191132,57:06.2,GPS,150384822,0,6,169044200,2401,10,1.21,-35.3631165,149.1660928,634.22,4.958,204.213,0.219,0,1
191494,57:06.4,GPS,150584742,0,6,169044400,2401,10,1.21,-35.3631247,149.1660882,634.18,5.019,205.063,0.164,0,1
191852,57:06.6,GPS,150784662,0,6,169044600,2401,10,1.21,-35.3631328,149.1660834,634.15,5.076,205.8238,0.116,0,1
192207,57:06.8,GPS,150984582,0,6,169044800,2401,10,1.21,-35.3631411,149.1660785,634.13,5.129,206.5033,0.075,0,1
192465,57:06.9,GPS,151145351,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
192566,57:07.0,GPS,151185335,0,6,169045000,2401,10,1.21,-35.3631493,149.1660734,634.12,5.176,207.1028,0.041,0,1
192921,57:07.2,GPS,151385255,0,6,169045200,2401,10,1.21,-35.3631576,149.1660681,634.12,5.218,207.6184,0.015,0,1
193284,57:07.4,GPS,151585175,0,6,169045400,2401,10,1.21,-35.363166,149.1660627,634.12,5.253,208.0459,-0.003,0,1
193641,57:07.6,GPS,151785095,0,6,169045600,2401,10,1.21,-35.3631743,149.1660572,634.12,5.282,208.3847,-0.015,0,1
193998,57:07.8,GPS,151985015,0,6,169045800,2401,10,1.21,-35.3631826,149.1660517,634.12,5.305,208.6345,-0.019,0,1
194356,57:08.0,GPS,152184935,0,6,169046000,2401,10,1.21,-35.363191,149.166046,634.13,5.321,208.7954,-0.017,0,1
194711,57:08.2,GPS,152384855,0,6,169046200,2401,10,1.21,-35.3631994,149.1660403,634.13,5.332,208.8921,-0.011,0,1
195074,57:08.4,GPS,152584775,0,6,169046400,2401,10,1.21,-35.3632078,149.1660346,634.13,5.34,208.9654,-0.005,0,1
195432,57:08.6,GPS,152784695,0,6,169046600,2401,10,1.21,-35.3632161,149.1660289,634.13,5.347,209.0337,0,0,1
195787,57:08.8,GPS,152984615,0,6,169046800,2401,10,1.21,-35.3632245,149.1660232,634.13,5.354,209.1293,0.002,0,1
196144,57:09.0,GPS,153185368,0,6,169047000,2401,10,1.21,-35.363233,149.1660174,634.13,5.362,209.3583,0.004,0,1
196499,57:09.2,GPS,153385288,0,6,169047200,2401,10,1.21,-35.3632414,149.1660116,634.13,5.374,209.8201,0.005,0,1
196865,57:09.4,GPS,153585208,0,6,169047400,2401,10,1.21,-35.3632498,149.1660057,634.13,5.389,210.5366,0.006,0,1
197222,57:09.6,GPS,153785128,0,6,169047600,2401,10,1.21,-35.363258,149.1659995,634.13,5.41,211.4986,0.006,0,1
197577,57:09.8,GPS,153985048,0,6,169047800,2401,10,1.21,-35.3632663,149.1659932,634.13,5.427,212.691,0.004,0,1
197935,57:10.0,GPS,154184968,0,6,169048000,2401,10,1.21,-35.3632745,149.1659866,634.13,5.424,214.1133,0.001,0,1
198290,57:10.2,GPS,154384888,0,6,169048200,2401,10,1.21,-35.3632824,149.1659798,634.13,5.394,215.7995,0,0,1
198653,57:10.4,GPS,154584808,0,6,169048400,2401,10,1.21,-35.3632901,149.1659727,634.13,5.341,217.8145,0,0,1
199010,57:10.6,GPS,154784728,0,6,169048600,2401,10,1.21,-35.3632975,149.1659653,634.13,5.276,220.2206,0.002,0,1
199366,57:10.8,GPS,154984648,0,6,169048800,2401,10,1.21,-35.3633046,149.1659576,634.12,5.209,223.073,0.005,0,1
199697,57:11.0,GPS,155165409,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
199725,57:11.0,GPS,155185401,0,6,169049000,2401,10,1.21,-35.3633113,149.1659497,634.12,5.147,226.4228,0.008,0,1
200083,57:11.2,GPS,155385321,0,6,169049200,2401,10,1.21,-35.3633174,149.1659412,634.12,5.107,230.2623,0.013,0,1
200446,57:11.4,GPS,155585241,0,6,169049400,2401,10,1.21,-35.3633229,149.1659323,634.12,5.109,234.4744,0.018,0,1
200802,57:11.6,GPS,155785161,0,6,169049600,2401,10,1.21,-35.363328,149.1659229,634.11,5.168,238.7921,0.021,0,1
201158,57:11.8,GPS,155985081,0,6,169049800,2401,10,1.21,-35.3633326,149.1659128,634.11,5.277,242.8887,0.021,0,1
201516,57:12.0,GPS,156185001,0,6,169050000,2401,10,1.21,-35.3633367,149.1659022,634.1,5.411,246.5537,0.019,0,1
201871,57:12.2,GPS,156384921,0,6,169050200,2401,10,1.21,-35.3633403,149.1658909,634.1,5.546,249.7463,0.015,0,1
202233,57:12.4,GPS,156584841,0,6,169050400,2401,10,1.21,-35.3633435,149.1658793,634.1,5.674,252.5046,0.012,0,1
202590,57:12.6,GPS,156784761,0,6,169050600,2401,10,1.21,-35.3633465,149.1658671,634.1,5.796,254.867,0.009000001,0,1
202946,57:12.8,GPS,156984681,0,6,169050800,2401,10,1.21,-35.3633491,149.1658546,634.09,5.912,256.8486,0.007,0,1
203306,57:13.0,GPS,157184601,0,6,169051000,2401,10,1.21,-35.3633513,149.1658418,634.09,6.022,258.4633,0.005,0,1
203661,57:13.2,GPS,157385354,0,6,169051200,2401,10,1.21,-35.3633533,149.1658286,634.09,6.124,259.73,0.004,0,1
204064,57:13.4,GPS,157585274,0,6,169051400,2401,10,1.21,-35.3633552,149.1658152,634.09,6.219,260.6619,0.003,0,1
204421,57:13.6,GPS,157785194,0,6,169051600,2401,10,1.21,-35.363357,149.1658016,634.09,6.304,261.2725,0.003,0,1
204777,57:13.8,GPS,157985114,0,6,169051800,2401,10,1.21,-35.3633587,149.1657878,634.09,6.379,261.5857,0.002,0,1
205135,57:14.0,GPS,158185034,0,6,169052000,2401,10,1.21,-35.3633604,149.1657738,634.09,6.436,261.6945,0,0,1
205489,57:14.2,GPS,158384954,0,6,169052200,2401,10,1.21,-35.3633621,149.1657597,634.09,6.465,261.7365,-0.002,0,1
205853,57:14.4,GPS,158584874,0,6,169052400,2401,10,1.21,-35.3633637,149.1657456,634.09,6.473001,261.7802,-0.002,0,1
206210,57:14.6,GPS,158784794,0,6,169052600,2401,10,1.21,-35.3633654,149.1657315,634.09,6.478,261.8039,-0.001,0,1
206566,57:14.8,GPS,158984714,0,6,169052800,2401,10,1.21,-35.363367,149.1657174,634.09,6.489,261.7361,0,0,1
206924,57:15.0,GPS,159184634,0,6,169053000,2401,10,1.21,-35.3633687,149.1657032,634.09,6.502,261.5161,0.001,0,1
206926,57:15.0,GPS,159184634,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
207280,57:15.2,GPS,159385387,0,6,169053200,2401,10,1.21,-35.3633705,149.165689,634.09,6.514,261.1256,0.002,0,1
207644,57:15.4,GPS,159585307,0,6,169053400,2401,10,1.21,-35.3633724,149.1656749,634.09,6.523,260.5733,0.002,0,1
208001,57:15.6,GPS,159785227,0,6,169053600,2401,10,1.21,-35.3633744,149.1656607,634.09,6.526,259.8694,0.002,0,1
208358,57:15.8,GPS,159985147,0,6,169053800,2401,10,1.21,-35.3633765,149.1656465,634.09,6.524,259.0215,0.002,0,1
208716,57:16.0,GPS,160185067,0,6,169054000,2401,10,1.21,-35.3633788,149.1656325,634.09,6.518,258.0366,0.002,0,1
209186,57:16.2,GPS,160384987,0,6,169054200,2401,10,1.21,-35.3633813,149.1656185,634.09,6.509,256.925,0.002,0,1
209549,57:16.4,GPS,160584907,0,6,169054400,2401,10,1.21,-35.3633841,149.1656046,634.09,6.459,255.8434,-0.002,0,1
209907,57:16.6,GPS,160784827,0,6,169054600,2401,10,1.21,-35.363387,149.165591,634.09,6.286,255.116,-0.011,0,1
210264,57:16.8,GPS,160984747,0,6,169054800,2401,10,1.21,-35.3633899,149.1655779,634.09,5.958,254.9124,-0.013,0,1
210621,57:17.0,GPS,161184667,0,6,169055000,2401,10,1.21,-35.3633925,149.1655657,634.09,5.5,255.1638,-0.006,0,1
210976,57:17.2,GPS,161384587,0,6,169055200,2401,10,1.21,-35.3633949,149.1655545,634.09,4.928,255.7678,0.003,0,1
211339,57:17.4,GPS,161585340,0,6,169055400,2401,10,1.21,-35.3633969,149.1655447,634.09,4.254,256.6831,0.014,0,1
211696,57:17.6,GPS,161785260,0,6,169055600,2401,10,1.21,-35.3633984,149.1655364,634.09,3.483,257.9842,0.02,0,1
212052,57:17.8,GPS,161985180,0,6,169055800,2401,10,1.21,-35.3633995,149.1655298,634.08,2.642,259.9933,0.017,0,1
212412,57:18.0,GPS,162185100,0,6,169056000,2401,10,1.21,-35.3634,149.1655249,634.08,1.788,263.742,0.008,0,1
212766,57:18.2,GPS,162385020,0,6,169056200,2401,10,1.21,-35.3634002,149.1655219,634.08,0.983,272.0001,0.002,0,1
213129,57:18.4,GPS,162584940,0,6,169056400,2401,10,1.21,-35.3634,149.1655205,634.08,0.345,303.9955,0,0,1
213487,57:18.6,GPS,162784860,0,6,169056600,2401,10,1.21,-35.3633996,149.1655205,634.08,0.381,39.62175,-0.002,0,1
213842,57:18.8,GPS,162984780,0,6,169056800,2401,10,1.21,-35.363399,149.1655215,634.08,0.714,58.63556,-0.002,0,1
214200,57:19.0,GPS,163184700,0,6,169057000,2401,10,1.21,-35.3633983,149.1655231,634.08,0.9680001,62.83992,0,0,1
214228,57:19.0,GPS,163204692,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
214557,57:19.2,GPS,163384620,0,6,169057200,2401,10,1.21,-35.3633974,149.1655251,634.08,1.155,64.56878,0.005,0,1
214919,57:19.4,GPS,163585373,0,6,169057400,2401,10,1.21,-35.3633965,149.1655276,634.08,1.277,66.10939,0.01,0,1
215276,57:19.6,GPS,163785293,0,6,169057600,2401,10,1.21,-35.3633956,149.1655302,634.08,1.327,67.71761,0.014,0,1
215631,57:19.8,GPS,163985213,0,6,169057800,2401,10,1.21,-35.3633947,149.1655329,634.07,1.307,69.0323,0.016,0,1
215989,57:20.0,GPS,164185133,0,6,169058000,2401,10,1.21,-35.3633939,149.1655356,634.07,1.237,69.59796,0.015,0,1
216343,57:20.2,GPS,164385053,0,6,169058200,2401,10,1.21,-35.3633932,149.1655381,634.07,1.148,69.04135,0.013,0,1
216705,57:20.4,GPS,164584973,0,6,169058400,2401,10,1.21,-35.3633924,149.1655403,634.07,1.076,67.48307,0.01,0,1
217062,57:20.6,GPS,164784893,0,6,169058600,2401,10,1.21,-35.3633916,149.1655424,634.06,1.024,65.68235,0.004,0,1
217417,57:20.8,GPS,164984813,0,6,169058800,2401,10,1.21,-35.3633909,149.1655444,634.06,0.9620001,64.19394,-0.005,0,1
217776,57:21.0,GPS,165184733,0,6,169059000,2401,10,1.21,-35.3633902,149.1655462,634.07,0.864,63.03186,-0.023,0,1
218130,57:21.2,GPS,165384653,0,6,169059200,2401,10,1.21,-35.3633895,149.1655478,634.07,0.726,61.97711,-0.05,0,1
218492,57:21.4,GPS,165585406,0,6,169059400,2401,10,1.21,-35.363389,149.165549,634.08,0.55,60.54444,-0.087,0,1
218851,57:21.6,GPS,165785326,0,6,169059600,2401,10,1.21,-35.3633885,149.1655498,634.11,0.337,57.18405,-0.133,0,1
219206,57:21.8,GPS,165985246,0,6,169059800,2401,10,1.21,-35.3633883,149.1655503,634.14,0.09500001,34.59859,-0.188,0,1
219567,57:22.0,GPS,166185166,0,6,169060000,2401,10,1.21,-35.3633882,149.1655501,634.18,0.207,259.0695,-0.251,0,1
219921,57:22.2,GPS,166385086,0,6,169060200,2401,10,1.21,-35.3633884,149.1655495,634.24,0.506,251.1318,-0.323,0,1
220283,57:22.4,GPS,166585006,0,6,169060400,2401,10,1.21,-35.3633887,149.1655481,634.32,0.813,249.5164,-0.402,0,1
220640,57:22.6,GPS,166784926,0,6,169060600,2401,10,1.21,-35.3633894,149.1655461,634.41,1.119,248.9545,-0.491,0,1
220995,57:22.8,GPS,166984846,0,6,169060800,2401,10,1.21,-35.3633902,149.1655435,634.51,1.411,248.4824,-0.591,0,1
221355,57:23.0,GPS,167184766,0,6,169061000,2401,10,1.21,-35.3633912,149.1655403,634.64,1.684,248.2453,-0.703,0,1
221409,57:23.0,GPS,167224750,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
221711,57:23.2,GPS,167384686,0,6,169061200,2401,10,1.21,-35.3633924,149.1655366,634.79,1.952,248.7139,-0.8280001,0,1
222073,57:23.4,GPS,167584606,0,6,169061400,2401,10,1.21,-35.3633938,149.1655323,634.97,2.247,249.8358,-0.9580001,0,1
222432,57:23.6,GPS,167785359,0,6,169061600,2401,10,1.21,-35.3633952,149.1655273,635.18,2.574,250.7824,-1.085,0,1
222787,57:23.8,GPS,167985279,0,6,169061800,2401,10,1.21,-35.3633968,149.1655215,635.41,2.895,250.8934,-1.205,0,1
223145,57:24.0,GPS,168185199,0,6,169062000,2401,10,1.21,-35.3633986,149.1655152,635.66,3.172,250.3168,-1.318,0,1
223500,57:24.2,GPS,168385119,0,6,169062200,2401,10,1.21,-35.3634007,149.1655084,635.93,3.393,249.6072,-1.423,0,1
223861,57:24.4,GPS,168585039,0,6,169062400,2401,10,1.21,-35.3634029,149.1655013,636.23,3.57,249.2666,-1.519,0,1
224220,57:24.6,GPS,168784959,0,6,169062600,2401,10,1.21,-35.3634052,149.1654937,636.54,3.734,249.53,-1.601,0,1
224576,57:24.8,GPS,168984879,0,6,169062800,2401,10,1.21,-35.3634075,149.1654858,636.87,3.918,250.227,-1.666,0,1
224935,57:25.0,GPS,169184799,0,6,169063000,2401,10,1.21,-35.36341,149.1654774,637.2,4.126,250.7664,-1.715,0,1
225290,57:25.2,GPS,169384719,0,6,169063200,2401,10,1.21,-35.3634124,149.1654687,637.55,4.318,250.6787,-1.753,0,1
225651,57:25.4,GPS,169584639,0,6,169063400,2401,10,1.21,-35.3634151,149.1654596,637.91,4.455,250.0679,-1.785,0,1
226010,57:25.6,GPS,169785392,0,6,169063600,2401,10,1.21,-35.3634179,149.1654502,638.27,4.532,249.359,-1.812,0,1
226365,57:25.8,GPS,169985312,0,6,169063800,2401,10,1.21,-35.3634208,149.1654409,638.63,4.571,248.8755,-1.828,0,1
226722,57:26.0,GPS,170185232,0,6,169064000,2401,10,1.21,-35.3634239,149.1654315,639,4.591,248.6716,-1.832,0,1
227078,57:26.2,GPS,170385152,0,6,169064200,2401,10,1.21,-35.3634268,149.1654221,639.36,4.607,248.6593,-1.83,0,1
227439,57:26.4,GPS,170585072,0,6,169064400,2401,10,1.21,-35.3634299,149.1654126,639.73,4.625,248.7462,-1.824,0,1
227797,57:26.6,GPS,170784992,0,6,169064600,2401,10,1.21,-35.3634328,149.1654031,640.09,4.627,248.8694,-1.814,0,1
228152,57:26.8,GPS,170984912,0,6,169064800,2401,10,1.21,-35.3634358,149.1653935,640.46,4.597,248.9998,-1.794,0,1
228510,57:27.0,GPS,171184832,0,6,169065000,2401,10,1.21,-35.3634387,149.1653842,640.81,4.531,249.1288,-1.762,0,1
228589,57:27.0,GPS,171244808,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
228867,57:27.2,GPS,171384752,0,6,169065200,2401,10,1.21,-35.3634416,149.1653749,641.16,4.43,249.2539,-1.717,0,1
229228,57:27.4,GPS,171584672,0,6,169065400,2401,10,1.21,-35.3634444,149.1653659,641.5,4.296,249.3733,-1.658,0,1
229587,57:27.6,GPS,171784592,0,6,169065600,2401,10,1.21,-35.3634471,149.1653572,641.82,4.137,249.4677,-1.584,0,1
229942,57:27.8,GPS,171985345,0,6,169065800,2401,10,1.21,-35.3634496,149.1653488,642.13,3.965,249.4758,-1.491,0,1
230301,57:28.0,GPS,172185265,0,6,169066000,2401,10,1.21,-35.363452,149.1653409,642.42,3.794,249.3211,-1.378,0,1
230658,57:28.2,GPS,172385185,0,6,169066200,2401,10,1.21,-35.3634544,149.1653332,642.68,3.625,248.959,-1.244,0,1
231020,57:28.4,GPS,172585105,0,6,169066400,2401,10,1.21,-35.3634567,149.165326,642.91,3.456,248.365,-1.091,0,1
231379,57:28.6,GPS,172785025,0,6,169066600,2401,10,1.21,-35.363459,149.1653191,643.11,3.286,247.5129,-0.918,0,1
231734,57:28.8,GPS,172984945,0,6,169066800,2401,10,1.21,-35.3634613,149.1653126,643.28,3.123,246.3646,-0.728,0,1
232091,57:29.0,GPS,173184865,0,6,169067000,2401,10,1.21,-35.3634635,149.1653064,643.4,2.988,244.8848,-0.528,0,1
232447,57:29.2,GPS,173384785,0,6,169067200,2401,10,1.21,-35.3634659,149.1653006,643.49,2.903,243.0854,-0.328,0,1
232811,57:29.4,GPS,173584705,0,6,169067400,2401,10,1.21,-35.3634683,149.165295,643.54,2.884,241.0754,-0.135,0,1
233169,57:29.6,GPS,173784625,0,6,169067600,2401,10,1.21,-35.3634709,149.1652895,643.54,2.936,239.0277,0.048,0,1
233524,57:29.8,GPS,173985378,0,6,169067800,2401,10,1.21,-35.3634737,149.1652839,643.52,3.057,237.1122,0.223,0,1
233881,57:30.0,GPS,174185298,0,6,169068000,2401,10,1.21,-35.3634769,149.1652781,643.45,3.245,235.4633,0.389,0,1
234237,57:30.2,GPS,174385218,0,6,169068200,2401,10,1.21,-35.3634804,149.165272,643.36,3.487,234.1552,0.543,0,1
234598,57:30.4,GPS,174585138,0,6,169068400,2401,10,1.21,-35.3634842,149.1652657,643.24,3.744,233.2081,0.684,0,1
234957,57:30.6,GPS,174785058,0,6,169068600,2401,10,1.21,-35.3634884,149.1652589,643.08,3.982,232.5977,0.811,0,1
235312,57:30.8,GPS,174984978,0,6,169068800,2401,10,1.21,-35.3634929,149.1652517,642.92,4.195,232.2818,0.924,0,1
235669,57:31.0,GPS,175184898,0,6,169069000,2401,10,1.21,-35.3634976,149.1652442,642.72,4.388,232.2147,1.018,0,1
235824,57:31.1,GPS,175264866,1,1,0,0,0,-0.01,0,0,0,0,0,0,0,0
236029,57:31.2,GPS,175384818,0,6,169069200,2401,10,1.21,-35.3635025,149.1652365,642.51,4.564,232.3487,1.093,0,1
236390,57:31.4,GPS,175584738,0,6,169069400,2401,10,1.21,-35.3635076,149.1652283,642.28,4.725,232.6167,1.152,0,1
236747,57:31.6,GPS,175784658,0,6,169069600,2401,10,1.21,-35.3635128,149.1652198,642.05,4.87,232.9473,1.198,0,1
237103,57:31.8,GPS,175984578,0,6,169069800,2401,10,1.21,-35.3635182,149.1652111,641.8,5,233.3016,1.234,0,1
237460,57:32.0,GPS,176185331,0,6,169070000,2401,10,1.21,-35.3635235,149.1652022,641.55,5.116,233.6526,1.26,0,1
237816,57:32.2,GPS,176385251,0,6,169070200,2401,10,1.21,-35.363529,149.165193,641.3,5.22,233.9698,1.277,0,1
238177,57:32.4,GPS,176585171,0,6,169070400,2401,10,1.21,-35.3635345,149.1651836,641.05,5.312,234.2319,1.286,0,1
238535,57:32.6,GPS,176785091,0,6,169070600,2401,10,1.21,-35.3635402,149.1651741,640.79,5.395,234.4224,1.286,0,1
238891,57:32.8,GPS,176985011,0,6,169070800,2401,10,1.21,-35.3635459,149.1651643,640.53,5.469,234.5281,1.279,0,1
239247,57:33.0,GPS,177184931,0,6,169071000,2401,10,1.21,-35.3635516,149.1651544,640.28,5.535,234.5512,1.265,0,1
239606,57:33.2,GPS,177384851,0,6,169071200,2401,10,1.21,-35.3635574,149.1651445,640.02,5.595,234.5046,1.245,0,1
239967,57:33.4,GPS,177584771,0,6,169071400,2401,10,1.21,-35.3635633,149.1651344,639.78,5.648,234.402,1.22,0,1
240324,57:33.6,GPS,177784691,0,6,169071600,2401,10,1.21,-35.3635692,149.1651241,639.54,5.696,234.2572,1.192,0,1
